,Unnamed: 0,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),month,year
1662,1782,2023-03-28,3554,4226,8.55,29797,29242,291,291,-7.9,-7.9,-0.1,183209,133,1527,342.48,116.0,100,2779.8,206440,241,1865.6,-14.4,10225,3,2023
1663,1783,2023-03-29,3580,4269,6.58,26191,28200,288,288,-9.7,-9.6,-0.1,182398,133,416,300.28,115.0,130,2817.9,206590,139,1893.9,-11.4,10537,3,2023
1664,1784,2023-03-30,3543,4188,6.96,24811,27837,260,260,-9.7,-9.7,-1.69e-14,172565,135,832,273.64,114.0,148,2746.6,204133,136,1887.5,-25.8,9370,3,2023
1665,1785,2023-03-31,3335,4033,0.67,23358,29781,234,235,-11.5,-11.5,-0.1,172300,138,39,324.74,121.0,152,2636.1,197207,40,1842.2,-39.7,30348,3,2023
1666,1786,2023-04-01,3216,3935,3.25,23671,31766,231,231,-4.0,-4.1,0.1,167828,139,23,332.67,118.0,145,2701.6,192749,92,1807.5,-30.4,8011,4,2023
1667,1787,2023-04-02,3130,3873,3.3,23876,33202,236,236,-5.6,-5.6,5.33e-15,165169,135,150,340.14,115.0,162,2618.2,188975,33,1773.8,-37.8,8381,4,2023
1668,1788,2023-04-03,3292,4097,5.97,24295,33535,276,276,-7.4,-7.5,0.0,176363,134,836,331.27,118.0,189,2851.6,202469,449,1866.4,-23.4,8450,4,2023
1669,1789,2023-04-04,3439,4181,5.44,22745,29743,291,291,-8.0,-8.0,1.69e-14,179152,134,298,325.96,117.0,132,2710.7,204503,60,1919.4,-17.7,8645,4,2023
1670,1790,2023-04-05,3388,4205,3.88,23765,27994,322,322,-4.8,-4.8,2.31e-14,178804,134,235,333.69,113.0,177,2530.1,207086,57,1925.6,-15.4,10136,4,2023
1671,1791,2023-04-06,3437,4232,6.87,22520,28700,314,314,-3.2,-3.2,-2.84e-14,181705,133,244,325.76,113.0,184,2930.1,208696,50,1925.8,-13.4,9489,4,2023
1672,1792,2023-04-07,3506,4222,6.8,23145,29815,288,288,-9.3,-9.3,0.1,179288,132,353,315.28,107.0,183,3282.3,208760,201,1952.6,-17.1,9870,4,2023
1673,1793,2023-04-08,3530,4241,6.28,23250,30995,265,265,-11.5,-11.5,-0.1,181194,127,451,323.15,110.0,142,3376.0,206670,312,1925.9,-12.5,8884,4,2023
1674,1794,2023-04-09,3458,4151,7.51,22750,28957,258,258,-5.7,-5.8,0.0,176497,134,376,331.9,107.0,122,3379.8,200127,152,1901.7,-20.4,8898,4,2023
1675,1795,2023-04-10,3646,4347,15.33,21545,26620,279,279,-6.6,-6.6,1.71e-14,188805,135,797,328.93,108.0,126,3076.4,212322,1034,1971.1,-15.8,9929,4,2023
1676,1798,2023-04-13,3850,4593,13.66,17904,23219,320,320,-6.0,-5.9,0.1,195436,134,2249,329.58,102.0,120,3016.6,222597,545,2091.9,-5.3,10492,4,2023
1677,1799,2023-04-14,3855,4594,24.85,21065,22975,309,309,-4.1,-4.3,2.89e-15,192457,135,2062,324.64,95.0,149,3041.4,222616,887,2082.1,-14.4,9483,4,2023
1678,1800,2023-04-15,3813,4561,22.94,21391,22580,331,331,-0.7,-0.7,2e-14,195665,135,1933,316.76,93.0,152,3045.0,221873,909,2050.9,-9.0,10239,4,2023
1679,1801,2023-04-16,3746,4480,17.62,21656,21686,316,316,-10.0,-10.0,-2.26e-14,192942,135,1314,342.71,93.0,128,2990.2,216032,733,2002.9,-16.7,8699,4,2023
1680,1802,2023-04-17,3886,4721,22.53,15542,19260,349,349,-5.4,-5.4,1.69e-14,204572,135,1592,341.0,96.0,143,3150.9,229658,888,2117.1,-9.5,11321,4,2023
1681,1803,2023-04-18,3989,4836,29.15,14232,17642,358,358,-3.0,-3.0,-0.1,207956,134,2021,332.98,103.0,137,3234.0,233318,804,2160.2,3.7,10754,4,2023
1682,1804,2023-04-19,3906,4792,18.94,17390,18952,369,369,-2.6,-2.7,0.1,205907,134,1418,316.92,107.0,165,3196.6,231469,444,2177.6,-20.8,10040,4,2023
1683,1805,2023-04-20,3871,4753,6.01,19656,16994,402,402,-6.4,-6.5,-5.33e-15,197695,115,55,322.38,103.0,199,3195.4,228443,80,2108.0,-36.4,7973,4,2023
1684,1806,2023-04-21,3741,4578,1.64,19871,18116,375,375,-6.8,-6.8,-1.24e-14,193999,110,57,336.83,103.0,175,3069.2,221282,25,2065.6,-47.4,7752,4,2023
1685,1807,2023-04-22,3635,4396,4.01,19611,26463,325,325,-5.0,-4.8,5.33e-15,184436,110,884,322.14,99.0,165,2916.7,212590,123,1999.5,-50.3,8214,4,2023
1686,1808,2023-04-23,3324,4084,1.45,19451,22587,298,298,-5.4,-5.3,-1.15e-14,173143,111,34,339.54,77.0,159,2679.5,194518,34,1840.5,-60.0,6586,4,2023
1687,1809,2023-04-24,3526,4247,2.53,17811,22183,316,316,-4.2,-4.1,-0.1,183981,111,144,339.31,94.0,108,2770.1,204692,63,1927.3,-42.0,8282,4,2023
1688,1810,2023-04-25,3636,4335,2.68,18676,19945,304,304,-6.3,-6.3,-2.89e-15,187808,111,294,318.73,105.0,127,2827.9,211770,186,1970.4,-30.6,8628,4,2023
1689,1811,2023-04-26,3661,4378,3.61,19687,20316,316,316,-5.5,-5.5,-1.15e-14,188873,111,59,296.52,106.0,157,2888.2,212305,59,1961.6,-36.5,7671,4,2023
1690,1812,2023-04-27,3684,4361,2.87,17042,22330,327,327,-3.3,-3.3,-0.1,186312,114,98,277.43,105.0,117,2912.4,209257,69,1973.8,-32.1,8159,4,2023
1691,1813,2023-04-28,3643,4342,3.44,17301,23070,332,332,-4.0,-3.9,0.1,187642,127,547,269.2,113.0,106,2930.4,210481,200,2012.5,-32.9,9460,4,2023
1692,1814,2023-04-29,3537,4204,4.18,18881,24575,316,316,-6.7,-6.7,2.89e-15,178374,135,361,271.7,109.0,88,2864.2,200095,15,1955.4,-28.8,9234,4,2023
1693,1815,2023-04-30,3185,3823,6.21,21851,30469,299,299,-3.3,-3.4,5.77e-15,160867,131,475,273.68,92.0,102,2550.6,186361,60,1747.5,-48.2,8817,4,2023
1694,1816,2023-05-01,2937,3605,2.03,25651,33685,320,320,-4.3,-4.3,2.89e-15,156090,130,53,289.27,89.0,85,2691.2,169524,53,1667.4,-49.2,8343,5,2023
1695,1817,2023-05-02,2975,3708,3.72,27766,35215,351,351,-3.9,-3.8,0.1,168988,133,297,288.76,97.0,100,2539.2,181145,517,1713.1,-29.2,8910,5,2023
1696,1818,2023-05-03,3057,3804,3.99,29241,35575,345,345,-5.2,-5.2,1.7e-14,168075,128,256,300.31,94.0,105,2752.5,181114,92,1759.8,-30.8,9310,5,2023
1697,1819,2023-05-04,3126,3851,4.05,28768,32484,353,353,-3.1,-3.2,0.1,175461,125,566,309.47,84.0,96,2751.4,187490,143,1784.1,-32.1,8850,5,2023
1698,1820,2023-05-05,3239,4003,5.1,26945,31866,374,374,-4.6,-4.7,-2.66e-15,181250,121,663,296.28,93.0,108,2655.4,193636,409,1849.3,-15.2,8126,5,2023
1699,1821,2023-05-06,3326,4109,5.72,27674,28790,361,364,-8.2,-8.2,-0.1,182411,134,801,310.34,88.0,121,3129.8,196687,207,1875.3,-30.5,9040,5,2023
1700,1822,2023-05-07,3229,3997,3.44,28444,28429,353,353,-4.6,-4.5,-0.1,176146,121,606,298.68,89.0,148,3153.5,188530,14,1821.1,-29.8,7370,5,2023
1701,1823,2023-05-09,3616,4376,14.62,22739,21020,370,370,-2.9,-2.9,-1.42e-14,191655,116,2348,337.44,88.0,115,3358.2,208719,1639,1946.3,-14.6,8876,5,2023
1702,1824,2023-05-10,3685,4406,10.03,20102,19765,346,346,-9.1,-9.2,0.0,194527,123,512,351.2,85.0,103,3106.0,210284,442,2006.5,-27.5,8673,5,2023
1703,1827,2023-05-13,3650,4619,4.3,20491,24143,359,359,-4.6,-4.7,8.88e-15,199063,124,600,325.41,89.0,355,3086.5,220129,28,2044.9,-28.0,7715,5,2023
1704,1828,2023-05-14,3418,4432,2.91,20341,24649,347,347,-7.8,-7.8,-0.1,188295,124,13,331.69,88.0,380,2953.7,210193,13,1959.8,-41.5,7775,5,2023
1705,1829,2023-05-15,3524,4595,3.74,21174,21652,371,371,-7.3,-7.2,0.0,200417,125,413,331.1,87.0,418,3068.4,223186,13,1977.1,-31.4,12752,5,2023
1706,1830,2023-05-16,3676,4669,15.23,20320,23772,384,381,-4.5,-4.4,-0.1,203267,125,314,338.73,90.0,327,3139.3,224653,1012,2067.1,-17.2,9599,5,2023
1707,1831,2023-05-17,3800,4777,25.23,18171,22212,414,414,-6.6,-6.5,2.66e-15,199635,121,1777,342.98,89.0,263,3253.1,228405,427,2129.5,-8.4,11087,5,2023
1708,1832,2023-05-18,3636,4585,21.84,16434,22285,424,424,-5.2,-5.2,0.1,201505,116,2838,338.6,94.0,208,3040.7,226326,1432,2076.9,-28.8,13079,5,2023
1709,1833,2023-05-19,3864,4754,12.9,15354,22345,415,415,-4.2,-4.0,0.1,200832,115,652,330.67,93.0,189,3207.8,228087,700,2186.1,-14.0,9972,5,2023
1710,1834,2023-05-20,3813,4787,5.26,14173,21765,432,432,-3.9,-3.9,-0.1,204160,115,448,324.39,88.0,249,3238.8,229126,158,2193.6,-26.2,8707,5,2023
1711,1835,2023-05-21,3695,4602,4.67,15658,24574,404,404,-7.3,-7.3,-0.1,194011,110,245,324.18,85.0,267,3119.1,221123,631,2128.8,-38.2,8390,5,2023
1712,1836,2023-05-22,3778,4734,15.87,14486,23780,424,424,7.1,7.1,0.1,204558,113,766,335.44,85.0,239,3209.2,229926,989,2196.2,-17.5,10232,5,2023
1713,1837,2023-05-23,3827,4800,8.56,14494,23666,451,451,-8.8,-8.8,0.0,199320,113,211,330.26,77.0,251,3245.4,232326,83,2224.1,-22.3,9890,5,2023
1714,1838,2023-05-24,3496,4589,3.59,20707,25275,447,447,-4.0,-4.0,0.1,197709,112,90,327.42,74.0,350,3030.4,224742,90,2089.5,-48.5,8801,5,2023
1715,1839,2023-05-25,3321,4448,6.38,20802,25933,432,432,-4.2,-4.1,2.66e-15,185001,114,83,326.11,79.0,442,2904.4,214326,263,1983.1,-60.0,8957,5,2023
1716,1840,2023-05-26,3118,4294,1.92,24943,30652,464,464,-4.6,-4.6,0.1,188380,114,171,327.96,77.0,454,2793.0,209221,171,1882.9,-44.9,9399,5,2023
1717,1841,2023-05-27,3165,4296,6.5,26808,32894,470,470,-4.3,-4.2,-1.69e-14,190373,114,679,317.69,81.0,371,2800.3,208577,364,1917.6,-27.8,10680,5,2023
1718,1842,2023-05-28,3277,4218,11.66,26278,30332,433,433,-4.5,-4.4,-3.13e-14,178666,114,455,273.71,80.0,284,2783.0,203302,920,1924.9,-32.2,10400,5,2023
1719,1843,2023-05-29,3566,4357,22.89,22331,26317,445,445,-9.1,-9.1,-2.66e-15,189329,114,2341,303.17,80.0,135,2928.0,210803,1747,1983.4,-5.8,12327,5,2023
1720,1844,2023-05-31,3572,4441,8.71,20730,24938,432,432,-5.3,-5.5,0.2,192599,112,238,332.61,78.0,173,2927.3,211152,36,2061.9,-32.7,9327,5,2023
1721,1845,2023-06-01,3522,4458,9.05,22400,27605,434,434,-0.8,-0.8,-1.07e-14,195121,111,685,294.0,72.0,314,2689.5,212030,1765,2046.1,-32.4,8777,6,2023
1722,1846,2023-06-02,3568,4559,16.64,20950,28365,452,452,-5.7,-5.6,-1.42e-14,198992,112,1153,317.1,79.0,318,2642.0,216946,731,2078.1,-13.3,9657,6,2023
1723,1847,2023-06-03,3714,4662,10.96,19686,27265,449,449,-4.3,-4.3,3.55e-15,198950,113,532,322.95,83.0,281,2826.9,223448,936,2157.4,-12.4,10790,6,2023
1724,1848,2023-06-04,3427,4335,3.86,19906,28625,388,388,-2.3,-2.4,-1.07e-14,182336,112,37,285.74,82.0,319,2772.4,208081,127,2008.5,-28.3,12402,6,2023
1725,1849,2023-06-05,3646,4623,6.67,15935,27320,396,396,-5.7,-5.6,-0.1,201286,108,372,328.81,92.0,323,2707.4,222379,244,2124.2,-16.0,10035,6,2023
1726,1850,2023-06-06,3682,4715,7.72,14433,23240,419,419,-7.0,-7.0,-0.1,200289,108,181,313.46,92.0,349,3168.2,226257,751,2136.6,-27.7,12498,6,2023
1727,1851,2023-06-07,3746,4757,7.13,15256,21949,400,400,-5.5,-5.6,-0.1,203065,108,702,320.22,91.0,339,3038.1,226086,582,2144.6,-24.2,12805,6,2023
1728,1852,2023-06-09,3780,4914,10.65,17077,22003,406,406,-6.0,-5.9,-7.11e-15,206367,106,189,331.59,99.0,410,3339.7,233128,533,2180.6,-20.1,10240,6,2023
1729,1853,2023-06-10,3714,4849,8.57,19185,25207,428,432,-3.8,-3.7,3.55e-15,199892,106,603,326.91,100.0,439,3165.7,229494,54,2161.6,-34.7,9914,6,2023
1730,1856,2023-06-13,3571,4913,5.96,17287,25189,510,510,-3.9,-3.8,3.7e-14,204767,107,412,323.33,97.0,503,3388.6,232455,393,2206.7,-34.6,10671,6,2023
1731,1857,2023-06-14,3478,4852,10.9,20720,26835,543,543,-6.7,-6.6,2.89e-15,203850,108,599,324.19,96.0,532,3370.1,231650,671,2172.1,-39.4,11347,6,2023
1732,1858,2023-06-15,3530,4789,19.21,20877,24987,574,574,-5.6,-5.5,5.33e-15,204483,110,1457,311.9,94.0,415,3358.3,227783,764,2158.4,-16.1,12476,6,2023
1733,1859,2023-06-16,3626,4844,19.62,22029,24011,555,555,-3.1,-3.0,-0.1,204407,108,463,272.06,98.0,398,3456.0,227414,101,2130.2,-11.5,10221,6,2023
1734,1860,2023-06-17,3632,4850,14.68,21503,23909,563,563,-3.1,-3.0,-3.91e-14,203698,109,67,227.89,97.0,423,3441.0,226524,683,2109.5,-11.1,10308,6,2023
1735,1861,2023-06-18,3418,4607,3.78,20124,22059,553,553,-2.5,-2.6,0.1,192573,111,12,259.7,99.0,383,3212.5,218803,12,2063.0,-34.9,9473,6,2023
1736,1862,2023-06-19,3560,4722,3.14,20074,22227,569,569,-4.8,-4.7,-7.11e-15,203192,112,181,299.01,105.0,304,3245.4,225643,99,2168.5,-28.0,11536,6,2023
1737,1863,2023-06-20,3563,4790,5.36,18519,21997,600,600,-2.2,-2.1,0.0,203731,112,89,299.97,105.0,311,3277.4,226950,255,2209.6,-27.0,9841,6,2023
1738,1864,2023-06-21,3618,4835,2.51,17564,20556,609,609,-4.3,-4.3,0.1,206215,115,96,294.69,105.0,292,3319.0,227760,17,2243.9,-29.8,9497,6,2023
1739,1865,2023-06-22,3615,4867,6.46,16798,20741,612,612,-4.8,-4.9,0.1,211250,124,335,297.25,110.0,304,3345.0,227400,260,2257.7,-33.0,9156,6,2023
1740,1866,2023-06-24,3525,4757,2.58,16696,22404,589,589,-9.9,-9.7,-2.28e-14,200990,126,209,272.17,102.0,353,3322.8,222358,98,2209.8,-41.4,8385,6,2023
1741,1867,2023-06-25,3214,4272,2.02,20437,27331,560,560,-6.4,-6.4,-0.1,183795,127,13,262.03,98.0,271,2942.5,206116,13,2015.9,-51.7,9307,6,2023
1742,1868,2023-06-27,3260,4403,1.87,21247,31284,598,598,-3.8,-3.8,-0.1,190766,124,318,264.9,97.0,327,3099.0,207409,19,2076.8,-32.2,9379,6,2023
1743,1869,2023-06-28,3269,4394,1.31,22111,30195,598,598,-4.0,-4.0,-2.84e-14,192523,122,50,265.78,97.0,354,3101.6,207326,15,2056.0,-30.6,8319,6,2023
1744,1870,2023-06-29,3115,4356,0.91,25056,31121,621,621,-5.1,-5.2,-1.15e-14,188592,122,20,266.11,98.0,394,3087.6,207838,5,2000.7,-28.1,9099,6,2023
1745,1871,2023-06-30,2993,4311,1.61,27536,32409,625,625,-4.1,-4.2,-2.84e-14,192042,126,13,282.59,93.0,419,3047.0,206913,5,1972.4,-27.7,9428,6,2023
1746,1872,2023-07-01,3123,4400,3.12,28187,32894,631,631,-0.8,-0.8,5.77e-15,193030,123,123,287.81,96.0,378,2676.8,209334,93,2027.4,-22.4,8739,7,2023
1747,1874,2023-07-03,3393,4599,22.47,23353,32133,657,657,-4.0,-3.9,-3.41e-14,197820,122,3153,296.12,94.0,314,2783.6,219976,466,2124.9,-4.7,10334,7,2023
1748,1875,2023-07-04,3451,4687,5.81,24341,30229,652,653,0.1,0.2,-0.1,200511,122,343,281.65,90.0,365,2791.9,221516,12,2195.0,-22.8,10156,7,2023
1749,1876,2023-07-05,3340,4546,3.42,24342,30962,637,637,-7.6,-7.6,0.1,195337,117,465,267.76,85.0,358,2615.9,216664,178,2132.5,-37.8,9696,7,2023
1750,1877,2023-07-06,3241,4388,1.94,20928,31351,619,619,-6.2,-6.1,-5.33e-15,192210,116,33,234.16,82.0,352,3193.3,208348,38,2074.2,-40.1,8211,7,2023
1751,1878,2023-07-07,3268,4403,2.0,21805,28498,621,621,-6.2,-6.0,0.1,193582,118,20,229.48,80.0,346,3079.6,209603,37,2099.0,-25.3,8789,7,2023
1752,1879,2023-07-08,2900,4236,2.15,24661,32593,623,608,-6.4,-6.5,-1.42e-14,183530,107,12,230.03,65.0,343,3330.4,203848,0,1994.4,-27.7,9663,7,2023
1753,1880,2023-07-10,3334,4274,5.89,28233,35566,428,428,-7.1,-7.0,2.66e-15,187419,114,450,258.87,95.0,309,3170.6,204702,482,2010.6,-8.4,11779,7,2023
1754,1884,2023-07-14,3355,4615,10.75,23554,31785,611,611,-7.4,-7.3,1.69e-14,202198,122,1624,293.71,100.0,380,3228.6,219763,185,2153.9,-10.2,9265,7,2023
1755,1885,2023-07-15,3289,4597,4.46,25672,31053,620,620,-6.9,-6.8,-5.33e-15,198698,122,563,290.09,95.0,418,3223.6,218112,159,2137.6,-21.6,9160,7,2023
1756,1886,2023-07-16,3199,4388,2.77,25388,30373,589,589,-6.4,-6.4,-0.1,191960,122,286,268.41,94.0,365,3084.7,207395,151,2050.2,-24.8,8320,7,2023
1757,1887,2023-07-17,3372,4594,4.98,24940,30383,637,637,-7.5,-7.4,-0.2,201969,122,1192,257.09,98.0,364,3254.6,218544,116,2147.3,-18.6,8733,7,2023
1758,1888,2023-07-18,3312,4609,3.06,24525,29771,642,642,-3.6,-3.6,1.07e-14,200442,122,791,239.75,97.0,442,3250.8,218023,661,2162.5,-33.2,7356,7,2023
1759,1889,2023-07-19,3240,4569,11.09,27035,32211,656,656,-4.3,-4.3,-0.1,201284,124,1976,219.38,97.0,465,3221.2,215751,1133,2101.6,-10.5,9053,7,2023
1760,1890,2023-07-20,3319,4643,12.05,25140,32236,674,674,-4.0,-3.9,3.55e-14,202670,127,2297,245.24,93.0,443,3289.0,219180,679,2162.1,-31.8,9583,7,2023
1761,1891,2023-07-21,3374,4701,12.42,24799,32579,677,677,-6.8,-6.7,-0.1,202150,127,2476,237.36,95.0,433,3357.0,219781,236,2209.3,-21.3,9514,7,2023
1762,1892,2023-07-22,3238,4560,4.54,22969,32365,661,661,-7.2,-7.2,1.71e-14,198653,131,174,225.57,92.0,434,3238.3,214404,208,2160.4,-24.9,10092,7,2023
1763,1893,2023-07-23,3091,4444,4.21,23641,34604,689,689,-7.8,-7.8,-1.42e-14,195205,141,815,236.67,87.0,409,3161.1,208241,516,2083.1,-36.2,8378,7,2023
1764,1894,2023-07-24,3284,4647,10.83,22596,33749,737,737,-10.4,-10.4,0.1,203473,139,1402,224.88,87.0,401,3314.5,218402,917,2169.7,-14.1,9238,7,2023
1765,1895,2023-07-25,3311,4598,6.67,23981,31626,715,715,-6.5,-6.3,-0.1,202776,140,1360,183.5,92.0,375,3234.5,216020,553,2186.3,-12.4,10472,7,2023
1766,1896,2023-07-26,3153,4462,1.45,24341,33402,730,730,-5.5,-5.6,2.71e-14,199137,144,227,200.84,91.0,373,3095.6,210278,102,2122.8,-34.0,9574,7,2023
1767,1897,2023-07-27,3075,4459,3.05,23234,33257,749,749,-6.1,-6.3,-0.1,199468,145,443,182.42,86.0,448,3101.8,208710,114,2092.4,-39.1,8659,7,2023
1768,1898,2023-07-28,2936,4451,1.6,23089,34372,756,756,-3.4,-3.4,-9.77e-15,195379,143,341,234.61,78.0,497,3123.9,208185,128,2089.4,-35.7,9470,7,2023
1769,1899,2023-07-29,2780,4334,0.88,26959,37120,750,750,-7.3,-7.3,0.1,191974,142,154,263.93,79.0,540,3044.3,205532,156,2036.9,-37.3,10118,7,2023
1770,1900,2023-07-30,2842,4343,0.88,27734,37891,757,757,-6.1,-6.2,0.1,194919,143,151,278.44,85.0,467,3074.7,204514,40,2033.9,-8.9,10810,7,2023
1771,1901,2023-07-31,3056,4628,2.15,22869,36720,780,780,0.1,0.2,3.73e-14,204144,143,604,280.68,88.0,492,3295.6,220634,0,2175.8,-17.5,9916,7,2023
1772,1902,2023-08-01,3035,4699,1.65,23416,35832,759,759,-0.2,-0.1,-2.55e-14,205746,143,201,278.35,93.0,586,2600.3,222389,12,2221.9,-44.9,7964,8,2023
1773,1903,2023-08-02,2961,4607,1.94,24167,37035,742,742,-4.3,-4.2,-0.1,200298,143,21,251.79,89.0,610,2725.7,219813,15,2122.3,-32.3,8464,8,2023
1774,1904,2023-08-03,3004,4607,2.42,24834,33993,776,776,-2.9,-2.8,0.1,203404,144,483,246.45,93.0,571,2647.0,220505,305,2134.0,-31.3,8683,8,2023
1775,1905,2023-08-04,3119,4658,2.95,24770,33873,796,796,-3.4,-3.4,-5.33e-15,203825,145,375,270.97,93.0,457,2792.3,222170,10,2169.9,-20.8,8799,8,2023
1776,1906,2023-08-05,3142,4675,3.77,23620,33670,790,790,-5.3,-8.1,2.9,205508,149,571,298.33,90.0,425,2783.0,222402,69,2180.9,-25.5,8072,8,2023
1777,1907,2023-08-06,2951,4534,0.84,28287,35467,759,759,-7.3,-7.2,0.1,196664,150,16,295.55,81.0,523,3286.8,215136,21,2087.2,-33.6,7637,8,2023
1778,1908,2023-08-07,3024,4687,4.87,28926,35438,805,805,-6.2,-6.2,2.31e-14,208444,150,1261,280.59,94.0,548,2925.5,225626,210,2114.2,-17.8,10418,8,2023
1779,1909,2023-08-08,3189,4815,30.43,28777,33853,828,828,-7.4,-7.5,0.1,206489,148,5378,271.43,93.0,466,3398.9,229456,367,2205.8,1.7,11768,8,2023
1780,1910,2023-08-09,3343,4862,42.18,27993,28979,821,821,-6.7,-6.6,-0.1,204181,147,7837,281.11,84.0,381,3284.9,234141,1208,2227.4,6.3,12458,8,2023
1781,1911,2023-08-10,3406,4907,57.69,27501,27570,816,816,-31.8,-31.7,-0.1,205977,149,8307,281.16,79.0,325,3138.4,235197,1842,2237.4,-0.2,12165,8,2023
1782,1914,2023-08-13,3355,4896,0.83,24770,26841,762,762,-3.9,-3.9,5.33e-15,206285,150,58,295.46,79.0,464,3419.7,230205,0,2235.8,-30.5,7765,8,2023
1783,1915,2023-08-14,3503,4960,13.82,24436,30337,764,764,-1.5,-1.3,1.07e-14,208061,150,2543,274.65,82.0,385,3448.0,237625,127,2328.4,-14.0,9809,8,2023
1784,1916,2023-08-15,3494,4827,4.25,25232,32009,781,781,-8.5,-8.5,4.62e-14,202064,150,554,280.55,80.0,283,3389.1,227821,346,2294.9,-8.3,10651,8,2023
1785,1917,2023-08-16,3614,5030,37.65,20666,28279,798,798,-6.2,-6.1,0.1,210155,150,5915,305.67,75.0,297,3503.1,240504,2095,2337.9,10.7,9716,8,2023
1786,1918,2023-08-17,3607,5122,53.96,20604,31618,788,788,-6.5,-6.7,-1.69e-14,210277,150,7255,296.05,77.0,419,3569.0,243422,1027,2400.8,-13.0,10305,8,2023
1787,1919,2023-08-18,3589,5099,30.2,22153,31682,774,774,-3.1,-3.1,0.1,209866,150,4208,277.56,78.0,437,3578.2,241559,1327,2424.4,-9.5,10213,8,2023
1788,1920,2023-08-19,3510,4960,28.61,23322,31667,758,758,-4.7,-4.7,2.84e-14,206601,150,4402,254.34,77.0,411,3475.3,235220,535,2339.7,-7.8,9996,8,2023
1789,1921,2023-08-20,3550,4825,21.77,28467,29274,759,759,-4.0,-24.9,20.9,201829,132,1704,256.88,75.0,325,3392.6,226472,349,2266.6,-20.6,10569,8,2023
1790,1922,2023-08-21,3620,4967,89.17,25050,26600,819,819,-3.6,-3.6,0.1,205981,125,9109,302.49,79.0,237,3490.5,237713,1980,2288.7,20.6,12820,8,2023
1791,1923,2023-08-22,3605,5031,48.21,22559,27067,830,830,-6.0,-6.6,0.8,206941,126,2742,297.78,79.0,274,3523.2,240934,585,2317.3,26.2,12867,8,2023
1792,1924,2023-08-23,3415,4898,5.56,22106,27477,757,757,-11.7,-11.6,-2.84e-14,207404,127,525,284.52,82.0,413,3394.9,231982,741,2310.7,-26.8,9131,8,2023
1793,1925,2023-08-24,3385,4902,6.23,22506,25496,745,745,-5.6,-5.6,3.55e-15,209012,126,886,292.14,88.0,439,3379.0,235119,256,2303.0,-29.6,8675,8,2023
1794,1926,2023-08-25,3487,4940,5.49,21942,27849,762,762,-4.3,-4.4,-0.1,209410,127,606,301.43,80.0,391,3412.7,238996,406,2339.0,-23.6,9657,8,2023
1795,1927,2023-08-26,3552,4938,9.76,21360,27141,751,751,-6.0,-6.0,-0.1,209571,121,1829,291.47,80.0,336,3390.4,236757,685,2355.5,-13.6,9176,8,2023
1796,1928,2023-08-27,3535,4872,3.74,20862,28554,717,717,-6.2,-6.1,1.78e-14,206129,123,419,308.58,79.0,376,3377.9,232894,265,2324.5,-49.3,8452,8,2023
1797,1929,2023-08-28,3563,5050,4.03,19843,28508,732,732,-4.4,-4.4,7.11e-15,215592,123,567,318.75,72.0,447,3474.0,242317,400,2361.5,-30.5,10346,8,2023
1798,1930,2023-08-29,3732,5109,55.05,19893,25734,776,776,-2.6,-2.5,-0.1,212932,123,8554,314.44,77.0,273,3508.4,243467,1675,2418.7,-1.11e-15,10652,8,2023
1799,1931,2023-08-30,3790,5073,60.22,20329,26710,775,775,-0.4,-0.4,-3.91e-14,206052,130,4008,319.09,76.0,147,3507.3,242069,1799,2364.1,35.5,12960,8,2023
1800,1932,2023-08-31,3852,5126,90.09,18358,20818,764,764,-8.8,-8.9,1.78e-14,212479,145,7318,320.37,77.0,127,3525.1,246909,5083,2394.4,34.3,14518,8,2023
1801,1933,2023-09-01,3939,5218,124.28,17303,21886,759,759,-8.1,-8.1,-5.33e-15,212954,131,10745,321.73,81.0,126,2653.0,248283,2794,2403.7,42.1,11668,9,2023
1802,1934,2023-09-03,3742,5026,25.77,18907,21316,671,671,-5.7,-5.6,-0.1,207851,129,744,295.56,99.0,270,2676.4,234281,250,2347.5,-27.0,10550,9,2023
1803,1935,2023-09-04,3657,5028,9.97,18084,20182,656,656,-18.0,-17.9,-0.1,213992,129,1482,262.7,100.0,364,2721.0,238217,178,2337.5,-27.4,11943,9,2023
1804,1936,2023-09-05,3726,5000,13.39,17947,19938,641,641,-5.3,-5.2,-5.33e-15,209317,132,1474,253.48,103.0,296,2892.4,234338,255,2342.3,-17.3,9225,9,2023
1805,1937,2023-09-06,3661,4925,9.54,20174,20710,651,651,-2.3,-2.3,1.69e-14,206533,133,1404,296.83,100.0,308,3321.3,231334,175,2287.8,-25.1,8744,9,2023
1806,1938,2023-09-07,3477,4771,2.05,21387,24379,566,566,-3.8,-3.8,-5.33e-15,199366,148,17,284.33,87.0,425,2771.4,221713,188,2222.4,-44.6,8713,9,2023
