,Unnamed: 0,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),month,year
1517,1631,2022-10-21,2732,3755,2.56,33188,33872,530,532,-0.5,-0.4,-5.33e-15,171114,139,646,258.53,84.0,90,2520.9,182369,17,1616.7,-10.2,9208,10,2022
1518,1632,2022-10-22,2648,3685,1.98,34613,36454,484,486,-3.4,-3.5,-2.26e-14,165870,140,256,276.69,98.0,112,2495.6,177281,0,1586.7,-14.3,7584,10,2022
1519,1633,2022-10-23,2451,3470,0.29,40070,38969,485,487,-3.9,-3.9,-0.1,153763,138,125,288.43,96.0,80,2360.7,166749,0,1463.9,-18.4,7252,10,2022
1520,1634,2022-10-24,2198,3195,0.25,42763,44712,474,476,-5.1,-4.8,-0.3,134570,138,0,281.85,91.0,61,2192.8,156782,0,1350.6,-12.8,9101,10,2022
1521,1635,2022-10-25,2079,3129,1.78,43918,44400,477,478,-4.4,-4.0,-0.3,152546,140,660,292.47,87.0,94,2162.2,161290,480,1349.7,-8.0,9945,10,2022
1522,1636,2022-10-26,2298,3315,3.11,43807,43285,472,474,-3.8,-3.8,-3.55e-15,150514,142,644,289.13,93.0,67,2323.9,165672,543,1428.7,-9.1,8921,10,2022
1523,1637,2022-10-27,2514,3511,4.65,45122,41089,491,493,-1.9,-2.1,-0.1,158503,139,656,272.78,93.0,60,2412.4,173962,0,1475.0,-4.6,8049,10,2022
1524,1638,2022-10-28,2641,3592,7.95,41945,40594,480,482,-3.6,-3.8,-0.1,162020,132,1260,260.15,92.0,67,2468.0,179404,168,1518.0,-5.5,8570,10,2022
1525,1639,2022-10-29,2635,3597,7.55,41756,40990,460,461,-1.2,-1.1,-0.1,160401,132,1206,260.8,92.0,95,2444.7,178274,75,1547.7,-4.3,8727,10,2022
1526,1640,2022-10-30,2547,3427,2.58,41363,39090,397,398,-4.3,-4.3,0.1,152618,132,555,253.87,85.0,99,2275.7,171904,50,1480.0,-9.1,8738,10,2022
1527,1641,2022-10-31,2677,3628,5.37,37823,34763,429,430,-5.5,-5.5,-1.78e-14,163055,137,668,279.77,97.0,86,2432.0,181257,172,1526.8,-2.6,8683,10,2022
1528,1642,2022-11-01,2764,3647,2.65,37618,35535,429,430,-10.3,-10.4,-0.1,163407,137,879,228.97,103.0,70,3565.2,181519,0,1524.9,-1.6,10100,11,2022
1529,1643,2022-11-02,2796,3687,4.81,37309,36143,445,444,-3.6,-3.5,1.69e-14,165835,136,1074,229.79,96.0,65,3892.5,182134,351,1553.8,-7.6,8763,11,2022
1530,1644,2022-11-03,2827,3700,5.97,35904,37314,421,422,-4.2,-4.2,0.1,166508,136,472,241.17,86.0,80,4174.3,182680,0,1589.3,-3.5,8601,11,2022
1531,1645,2022-11-04,2821,3743,6.36,35663,38638,428,428,-1.1,-0.9,-0.1,166156,128,645,258.1,86.0,95,4434.8,184513,823,1630.0,-2.5,9118,11,2022
1532,1646,2022-11-05,2814,3744,8.44,36783,38578,434,435,-1.8,-1.8,-0.1,166653,126,529,269.09,77.0,104,4496.5,185212,638,1601.0,-7.6,8986,11,2022
1533,1647,2022-11-06,2763,3599,3.55,36755,38997,402,403,-3.9,-3.8,-2.84e-14,157440,126,334,238.31,68.0,83,3274.9,178692,0,1558.7,-9.3,9670,11,2022
1534,1648,2022-11-07,2888,3755,11.78,35823,36045,421,412,-2.4,-2.3,0.0,165862,115,720,260.58,69.0,74,3022.3,188201,217,1617.1,-10.1,9003,11,2022
1535,1649,2022-11-08,2952,3802,15.26,33988,36195,413,407,-3.7,-3.6,0.1,172820,123,1333,244.35,71.0,80,2961.3,189804,1124,1626.6,-3.2,10268,11,2022
1536,1650,2022-11-09,2967,3807,10.1,30718,36444,386,387,-6.7,-6.6,0.1,169143,124,453,249.99,77.0,83,2991.6,191967,0,1646.8,-4.0,8940,11,2022
1537,1651,2022-11-10,2938,3831,4.47,30478,34325,374,375,-3.5,-3.5,-0.1,167419,125,536,248.05,94.0,113,2488.5,192301,10,1643.1,-1.2,8795,11,2022
1538,1652,2022-11-11,2916,3791,6.2,31910,36822,353,354,-7.6,-7.5,2.84e-14,164151,125,687,215.86,88.0,159,2428.5,189473,177,1619.6,1.1,8778,11,2022
1539,1653,2022-11-12,2861,3714,4.68,33710,38680,351,352,-4.9,-4.9,0.1,163476,131,493,222.1,86.0,131,2271.8,185707,120,1591.2,5.1,9542,11,2022
1540,1654,2022-11-13,2755,3550,2.86,32725,38230,313,314,-3.4,-3.3,-0.1,153034,133,558,234.8,85.0,98,2226.8,177138,90,1528.8,-1.9,8261,11,2022
1541,1655,2022-11-14,2864,3698,3.35,32605,38625,364,365,-12.2,-12.2,-2.84e-14,164617,132,440,231.35,88.0,92,2338.4,187702,269,1613.5,-2.5,8192,11,2022
1542,1656,2022-11-15,2936,3767,2.54,32905,34875,379,373,-5.0,-5.0,1.13e-14,166203,132,90,241.36,89.0,72,2386.4,189446,0,1645.1,3.6,9413,11,2022
1543,1657,2022-11-16,2976,3788,9.44,32195,35220,351,353,-2.0,-2.1,0.0,167137,132,1115,264.6,86.0,64,2410.7,191110,150,1649.0,-2.2,9109,11,2022
1544,1658,2022-11-17,2967,3793,6.44,32220,36331,341,342,-2.2,-2.3,5.33e-15,167096,132,706,274.55,89.0,68,2418.6,193557,300,1661.7,-5.6,8927,11,2022
1545,1659,2022-11-18,2934,3805,9.58,32755,32498,364,368,-1.6,-1.7,0.1,166772,131,623,267.73,91.0,53,2433.4,193596,253,1664.8,1.7,9094,11,2022
1546,1660,2022-11-19,2951,3765,4.33,32105,33862,307,308,-3.0,-3.0,-1.15e-14,166025,133,734,273.06,87.0,65,2408.6,190805,250,1631.1,-1.3,9102,11,2022
1547,1661,2022-11-21,2942,3750,7.96,29375,34557,318,319,-1.9,-2.0,1.15e-14,164905,133,638,242.04,84.0,80,2399.5,192891,430,1653.7,-0.2,10251,11,2022
1548,1662,2022-11-22,3005,3803,6.13,32730,31742,332,333,-31.5,-31.6,-1.15e-14,167279,131,541,243.48,85.0,58,2438.0,193637,150,1683.1,-2.4,9101,11,2022
1549,1663,2022-11-23,2999,3821,6.61,31825,35851,320,321,-24.6,-24.6,0.1,168287,114,592,242.22,85.0,89,2448.7,193228,286,1664.0,-1.6,8538,11,2022
1550,1664,2022-11-24,3027,3843,5.74,31075,35073,317,318,-4.6,-4.6,-5.77e-15,168826,123,636,260.69,85.0,75,2455.6,194026,213,1692.5,0.4,8672,11,2022
1551,1665,2022-11-25,3041,3878,5.83,30105,31433,305,306,-3.3,-3.3,-1.15e-14,168293,123,716,268.28,87.0,86,2490.5,194921,335,1695.4,3.4,8270,11,2022
1552,1666,2022-11-26,3039,3857,4.28,30305,34410,317,318,-5.3,-5.4,-2.26e-14,168775,126,576,265.82,89.0,61,2471.6,195227,0,1681.5,-10.6,8107,11,2022
1553,1667,2022-11-27,2970,3716,3.53,29715,34176,281,282,-4.3,-4.2,-0.1,157874,127,455,256.02,92.0,36,2362.7,187740,0,1633.8,-8.8,7830,11,2022
1554,1668,2022-11-28,3051,3820,6.14,31175,33192,328,329,-4.7,-4.7,-2.84e-14,167825,121,599,250.17,83.0,44,2441.8,195768,295,1677.6,-6.6,8806,11,2022
1555,1669,2022-11-29,3053,3838,6.02,29795,33119,305,306,-2.7,-2.9,-0.1,168167,127,481,251.01,77.0,88,2452.1,196056,571,1684.5,-8.1,9218,11,2022
1556,1670,2022-11-30,3031,3865,8.37,31770,32249,315,316,-5.9,-5.9,5.77e-15,168592,112,528,266.09,81.0,133,2484.1,196561,499,1684.2,-13.8,9624,11,2022
1557,1671,2022-12-01,3021,3826,6.74,32001,30558,314,315,-6.1,-6.0,-2.26e-14,166312,105,529,243.74,85.0,129,3564.6,195499,87,1651.4,-27.2,8143,12,2022
1558,1672,2022-12-03,3070,3871,6.44,32811,31358,303,304,-6.4,-6.3,-0.1,168068,128,692,234.23,94.0,80,4150.3,197495,283,1661.6,3.1,8349,12,2022
1559,1673,2022-12-04,2948,3740,3.45,31967,33970,272,273,-5.8,-5.7,0.1,157743,127,489,244.18,89.0,108,4469.7,189807,0,1619.6,-3.9,8844,12,2022
1560,1674,2022-12-05,3004,3844,5.33,30677,33101,286,287,-3.7,-3.9,-0.1,169329,127,508,242.17,96.0,139,4525.1,198314,417,1677.1,-15.9,9116,12,2022
1561,1675,2022-12-07,3103,3905,7.97,32437,33248,306,307,-35.0,-35.2,5.77e-15,168351,110,656,231.28,92.0,117,3065.2,200850,67,1718.4,-10.0,9438,12,2022
1562,1676,2022-12-08,3083,3864,10.49,32987,31233,291,292,-3.0,-3.0,-1.71e-14,167329,107,529,243.5,91.0,109,3085.0,199428,150,1685.1,-14.6,7923,12,2022
1563,1677,2022-12-09,2880,3808,6.08,34667,30518,285,282,-5.7,-5.7,-0.1,167045,107,431,216.54,57.0,158,3051.2,196027,613,1638.1,-24.7,8318,12,2022
1564,1678,2022-12-11,2833,3609,4.31,33902,32366,250,251,-6.8,-6.7,1.15e-14,155429,112,468,200.63,70.0,213,2353.2,184887,50,1545.8,-37.1,7048,12,2022
1565,1679,2022-12-12,2976,3746,6.44,32593,30094,267,268,-4.5,-4.5,0.0,166952,112,449,202.23,67.0,192,2362.4,192581,245,1615.5,-20.8,8182,12,2022
1566,1680,2022-12-13,2983,3816,4.1,33366,31889,273,275,-6.0,-5.9,2.31e-14,170190,112,463,216.25,64.0,227,2413.5,196046,2,1625.9,-19.4,7961,12,2022
1567,1681,2022-12-15,3085,3856,19.93,32207,33867,288,288,-4.1,-4.2,0.1,171776,106,1943,275.77,53.0,120,2456.5,197215,72,1697.8,-14.1,9301,12,2022
1568,1682,2022-12-16,3152,3902,31.19,30667,35505,305,306,0.2,0.1,2.84e-14,171202,110,3615,283.48,59.0,82,2485.8,198794,461,1740.7,-6.6,8333,12,2022
1569,1683,2022-12-17,3126,3936,17.38,31772,37032,305,312,-8.7,-8.6,5.77e-15,172051,124,2388,268.71,59.0,82,2499.9,202115,171,1772.8,-11.7,7887,12,2022
1570,1684,2022-12-18,3060,3813,2.57,30280,36433,267,267,-0.1,-0.2,-0.1,162830,124,383,264.78,65.0,110,2425.3,194431,157,1733.1,-25.9,7760,12,2022
1571,1685,2022-12-19,3304,3909,14.12,29785,35146,297,299,-3.4,-3.3,0.1,172608,133,2324,252.57,72.0,86,2455.0,202946,202,1765.1,-20.6,9260,12,2022
1572,1686,2022-12-20,3340,3967,19.98,30796,32067,309,313,-6.4,-6.5,-0.1,174898,133,2612,247.06,77.0,88,2475.7,203118,763,1773.6,-25.4,9456,12,2022
1573,1687,2022-12-21,3357,4023,9.67,28524,33087,303,307,-5.7,-5.8,5.77e-15,175141,133,1433,268.03,78.0,122,2530.1,206593,293,1781.9,-27.8,7393,12,2022
1574,1688,2022-12-22,3376,4050,6.9,28661,31906,313,314,-6.4,-6.4,0.0,177401,132,1044,280.27,74.0,125,2554.4,208225,193,1811.5,-28.8,8219,12,2022
1575,1689,2022-12-23,3406,4047,10.12,28131,31421,311,313,-4.5,-4.5,-0.1,176364,128,864,286.83,67.0,84,2556.1,209315,378,1813.6,-27.8,7707,12,2022
1576,1690,2022-12-26,3302,3972,17.21,28906,32400,296,299,-4.8,-4.9,-2.84e-14,176604,129,395,229.05,64.0,168,2516.8,207614,438,1781.4,-35.6,7960,12,2022
1577,1691,2022-12-27,3391,4040,4.13,27967,32148,296,296,-7.1,-7.3,5.66e-15,177094,128,367,251.72,64.0,146,2561.0,210127,165,1816.4,-38.2,7810,12,2022
1578,1692,2022-12-28,3451,4078,18.9,26991,32516,316,319,-4.9,-4.9,5.77e-15,178237,128,1495,270.42,63.0,93,2597.6,211493,409,1831.3,-15.4,9052,12,2022
1579,1693,2022-12-29,3502,4103,16.97,26186,31210,317,319,-8.3,-8.1,-0.1,180569,122,344,245.08,64.0,82,2618.8,212860,302,1847.0,-15.0,8782,12,2022
1580,1694,2022-12-30,3487,4127,15.03,26616,30400,306,308,-3.2,-3.2,0.1,180104,128,523,257.86,60.0,121,2637.5,213502,525,1858.4,-19.2,8248,12,2022
1581,1695,2022-12-31,3447,4081,6.72,27961,29577,278,275,-7.0,-6.9,-1.71e-14,176054,128,1000,272.87,64.0,132,2614.1,212035,38,1812.8,-29.1,7717,12,2022
1582,1696,2023-01-01,3295,3871,5.28,28121,28147,241,244,-6.3,-6.4,-0.1,162319,134,0,279.5,72.0,78,2486.5,202352,339,1703.9,-28.7,7441,1,2023
1583,1697,2023-01-02,3389,4011,24.75,27522,29444,266,269,-4.1,-4.1,0.1,177215,135,2430,279.45,79.0,88,2602.0,211186,818,1774.9,-20.4,8195,1,2023
1584,1698,2023-01-03,3427,4120,31.01,28648,32468,283,287,-6.4,-6.5,-0.1,180379,135,1455,262.2,78.0,171,2811.8,214883,694,1825.2,-14.9,8878,1,2023
1585,1699,2023-01-04,3331,4130,32.17,29198,32440,276,279,-8.2,-8.1,-0.1,182313,135,2406,267.75,79.0,259,2560.7,215106,695,1809.5,-23.2,8064,1,2023
1586,1700,2023-01-05,3347,4159,44.87,27803,34487,291,293,-5.3,-5.3,1.14e-14,182540,128,5257,254.14,81.0,274,2353.4,216400,1725,1822.3,-7.1,9184,1,2023
1587,1701,2023-01-06,3405,4158,85.63,29353,34313,297,297,-6.2,-6.2,1.13e-14,181363,120,9090,238.13,84.0,242,2932.9,215485,3927,1853.8,-5.1,10064,1,2023
1588,1702,2023-01-07,3513,4154,36.71,28016,32651,304,304,-6.2,-6.2,2.26e-14,181306,112,3718,241.49,82.0,172,3136.0,215831,596,1841.9,-13.9,9069,1,2023
1589,1703,2023-01-08,3407,4043,10.22,29446,30654,272,272,-2.7,-2.7,-5.77e-15,173398,116,957,268.04,93.0,108,3369.6,210318,450,1808.0,-31.2,8095,1,2023
1590,1704,2023-01-09,3490,4121,47.6,32126,29966,302,302,-3.7,-3.7,0.0,180402,115,4086,262.29,97.0,88,3553.9,214659,1401,1782.7,-15.2,9073,1,2023
1591,1705,2023-01-10,3485,4177,54.12,31408,30272,309,309,-5.5,-5.4,-1.13e-14,180073,123,4504,296.63,96.0,94,2953.8,216830,1194,1798.1,-10.2,8807,1,2023
1592,1708,2023-01-13,3518,4162,48.41,30677,33281,298,298,-6.2,-6.3,3.41e-14,177204,132,1795,265.98,81.0,83,2672.0,217210,1485,1840.1,-22.4,9943,1,2023
1593,1709,2023-01-14,3319,4009,10.25,29511,35119,276,276,6.1,6.1,2.27e-14,168406,130,359,290.83,99.0,116,2633.2,211914,115,1798.6,-35.7,8181,1,2023
1594,1710,2023-01-15,3177,3871,6.5,28786,33958,245,245,-5.1,-5.2,-5.66e-15,163309,130,100,306.8,98.0,114,2505.4,204697,723,1722.8,-28.6,8495,1,2023
1595,1711,2023-01-16,3308,4019,10.91,30187,30212,270,270,4.0,4.0,-5.77e-15,175645,136,519,314.37,94.0,92,2579.8,211741,155,1757.0,-19.6,9530,1,2023
1596,1712,2023-01-17,3387,4117,12.35,30257,28504,282,282,-2.6,-2.5,-5.66e-15,178926,139,545,311.77,89.0,135,2641.1,216385,183,1776.3,-20.3,8283,1,2023
1597,1713,2023-01-18,3460,4176,11.98,31537,28314,279,279,-7.4,-7.3,0.1,181247,139,1589,307.79,90.0,160,2700.3,218686,270,1789.0,-14.7,8476,1,2023
1598,1714,2023-01-19,3448,4180,19.94,31127,30107,280,280,-3.8,-3.8,0.1,181521,139,515,277.02,91.0,197,2695.6,217994,485,1784.9,-24.6,7759,1,2023
1599,1715,2023-01-20,3466,4185,25.31,30702,32274,303,303,-5.2,-5.3,-0.1,179825,139,1856,276.51,90.0,176,2693.5,217066,415,1790.4,-14.2,9288,1,2023
1600,1716,2023-01-21,3439,4145,11.8,31711,31801,295,295,-4.3,-4.5,-0.1,177480,139,988,264.24,88.0,170,2667.1,215999,366,1795.0,-19.0,8172,1,2023
1601,1717,2023-01-22,3345,4005,2.46,30141,29115,257,257,-6.7,-6.6,-1.13e-14,168759,140,338,257.7,92.0,172,2575.0,208747,56,1754.4,-31.3,6806,1,2023
1602,1718,2023-01-23,3383,4097,3.86,30706,30147,265,265,-6.9,-6.9,-0.1,177665,140,302,234.57,98.0,233,2643.6,214518,0,1778.1,-27.4,7765,1,2023
1603,1719,2023-01-24,3441,4082,5.53,31446,31025,272,272,-5.4,-5.4,0.0,178013,139,609,239.86,100.0,163,2618.6,211167,0,1767.4,-20.8,8177,1,2023
1604,1720,2023-01-25,3373,4066,3.84,30910,31760,263,263,5.4,5.3,1.7e-14,175939,131,730,297.99,102.0,161,2636.8,210300,0,1765.6,-30.5,8159,1,2023
1605,1721,2023-01-26,3072,3839,1.7,33535,32279,233,233,-4.2,-4.2,-0.1,161620,126,0,297.52,101.0,247,2513.2,195810,80,1650.9,-33.2,7720,1,2023
1606,1722,2023-01-27,3178,3998,2.31,32950,32579,247,247,-4.1,-4.0,0.1,176248,132,242,305.56,99.0,278,2608.1,210711,231,1708.3,-34.6,8193,1,2023
1607,1723,2023-01-28,3284,4057,4.92,31177,34179,259,259,-8.1,-8.1,0.0,174830,138,1377,313.66,102.0,201,2629.7,212443,276,1744.0,-18.6,9033,1,2023
1608,1724,2023-01-29,3215,3886,2.32,31926,34987,237,237,-6.5,-6.3,-0.1,161933,138,0,269.11,107.0,171,2485.8,199451,0,1707.5,-28.8,7089,1,2023
1609,1725,2023-01-30,3262,3906,8.68,31479,34874,278,278,-5.0,-4.9,1.69e-14,175155,139,737,242.01,96.0,125,2493.1,202974,215,1736.9,-25.1,9469,1,2023
1610,1726,2023-01-31,3248,4038,3.67,30364,33719,285,285,-5.6,-5.5,-0.1,176978,138,831,272.93,110.0,215,2602.5,208350,270,1787.1,-22.4,9431,1,2023
1611,1727,2023-02-01,3239,4034,5.46,32790,32019,270,270,-4.3,-4.2,1.71e-14,175908,130,1025,285.2,115.0,227,2576.8,207745,143,1762.2,-31.0,7726,2,2023
1612,1728,2023-02-02,3358,4070,4.47,30748,30259,265,265,-3.2,-3.1,-1.15e-14,178300,139,654,291.22,116.0,178,2630.3,209338,235,1769.2,-19.5,8217,2,2023
1613,1729,2023-02-03,3390,4108,5.54,29437,30814,271,271,-4.2,-0.4,-0.1,177827,139,865,308.01,116.0,118,2840.2,210908,168,1803.1,-21.5,8326,2,2023
1614,1730,2023-02-04,3400,4077,13.21,30452,33739,283,283,-4.6,-4.6,-0.1,175873,139,1634,304.03,110.0,79,2504.5,210584,426,1797.6,-16.2,8428,2,2023
1615,1731,2023-02-05,3305,3970,2.94,30381,35143,263,263,-3.3,-3.3,0.1,168175,139,292,321.52,103.0,97,2418.1,204953,93,1777.4,-29.3,6650,2,2023
1616,1732,2023-02-06,3401,4111,3.99,27751,30994,297,297,-4.5,-4.5,5.77e-15,180391,139,373,308.73,102.0,110,3016.2,212474,9,1828.8,-16.3,8243,2,2023
1617,1733,2023-02-07,3475,4165,4.6,27751,33069,320,320,-4.0,-3.8,0.0,180927,139,1322,305.94,100.0,69,3089.7,212805,0,1853.2,-6.4,9121,2,2023
1618,1734,2023-02-08,3515,4222,9.23,28584,34110,326,326,-8.3,-8.5,3.41e-14,181701,139,1246,317.53,98.0,73,3305.8,215129,427,1872.0,-2.4,8648,2,2023
1619,1735,2023-02-09,3501,4229,7.67,28972,34013,322,322,-4.8,-4.9,-0.1,183240,139,701,303.96,105.0,119,3538.9,215528,258,1874.3,-7.8,10630,2,2023
1620,1736,2023-02-10,3445,4206,5.07,29693,33373,302,302,-6.9,-6.8,-5.77e-15,181012,139,1110,319.32,110.0,152,2872.3,215373,132,1881.4,-22.7,8811,2,2023
1621,1739,2023-02-13,3311,4162,13.31,29060,34640,295,295,-7.6,-7.7,-1.13e-14,182008,139,2017,345.11,111.0,175,2694.1,214213,142,1821.2,-14.4,8900,2,2023
1622,1740,2023-02-14,3460,4213,50.59,31667,34558,329,329,-5.7,-5.7,5.77e-15,178761,139,5176,336.86,113.0,76,2729.9,213607,187,1872.3,-11.2,8347,2,2023
1623,1741,2023-02-15,3508,4256,37.26,30870,31366,346,346,-4.1,-4.0,-0.1,180404,139,4728,338.98,110.0,64,2766.9,215230,477,1858.9,-7.2,9836,2,2023
1624,1742,2023-02-16,3512,4268,28.12,30579,31046,340,340,-8.3,-8.3,-1.71e-14,181375,139,3199,320.52,112.0,107,2768.9,215462,225,1834.7,-12.9,9895,2,2023
1625,1743,2023-02-17,3546,4317,33.84,30473,32012,346,346,-3.4,-3.4,-2.84e-14,181979,139,2728,335.66,111.0,95,2804.2,216615,175,1856.6,-5.8,9675,2,2023
1626,1744,2023-02-18,3529,4263,27.24,30475,32612,341,341,-7.8,-7.7,0.1,176420,133,1652,327.96,112.0,80,2778.3,214366,1836,1853.1,-17.6,10024,2,2023
1627,1745,2023-02-19,3420,4138,3.62,29901,32227,319,319,-6.1,-5.9,-1.69e-14,171844,133,322,330.24,111.0,84,2674.9,207970,0,1833.3,-25.3,7604,2,2023
1628,1746,2023-02-20,3488,4281,9.65,30431,33483,342,342,-9.8,-9.7,0.1,182711,133,760,326.59,108.0,127,2772.1,214027,0,1894.2,-23.0,9017,2,2023
1629,1747,2023-02-21,3514,4318,37.74,29407,33046,364,364,-5.4,-5.3,-2.26e-14,182854,128,2680,331.3,108.0,110,2794.3,214428,301,1919.7,-3.6,9236,2,2023
1630,1748,2023-02-22,3570,4329,26.52,28682,33009,344,344,-8.2,-8.2,-0.1,183135,128,2304,321.29,112.0,108,2812.7,213853,71,1920.5,-16.2,9321,2,2023
1631,1749,2023-02-23,3582,4325,12.7,30459,31601,327,327,-5.0,-5.0,2.31e-14,183314,128,2100,325.67,111.0,103,2809.2,214690,332,1938.2,-20.3,7876,2,2023
1632,1750,2023-02-24,3612,4348,34.11,31155,32086,349,349,-5.4,-5.7,-5.33e-15,182475,121,2598,317.73,110.0,83,2829.5,214358,375,1915.8,-7.8,8530,2,2023
1633,1751,2023-02-25,3565,4331,36.34,33125,33161,348,348,-5.4,-5.3,3.42e-14,182241,117,2624,333.35,107.0,104,2816.9,214384,375,1880.3,-10.8,7938,2,2023
1634,1752,2023-02-26,3485,4198,7.75,32466,32269,294,294,-3.9,-3.8,-0.1,174958,119,283,328.76,100.0,136,2722.4,207885,250,1840.1,-25.8,6924,2,2023
1635,1753,2023-02-27,3582,4312,27.04,33057,32373,312,312,-6.5,-6.5,0.0,181537,124,2794,325.67,103.0,116,2795.7,215176,208,1875.7,-12.0,9038,2,2023
1636,1754,2023-02-28,3567,4331,24.32,31004,29809,327,327,-3.6,-3.7,0.1,183850,127,1470,310.94,99.0,148,2809.1,213740,99,1870.7,-10.0,9323,2,2023
1637,1755,2023-03-01,3551,4325,10.8,31981,27253,296,296,-5.6,-5.8,0.0,184449,127,943,311.4,109.0,169,2658.6,212658,23,1858.2,-26.6,7645,3,2023
1638,1756,2023-03-02,3583,4370,17.05,30491,27066,281,281,-4.5,-4.5,1.13e-14,184798,128,3321,318.7,109.0,189,2655.7,215256,383,1866.5,-16.3,8868,3,2023
1639,1757,2023-03-03,3630,4393,18.9,30224,27334,285,285,-7.0,-7.0,0.1,185728,132,1808,314.65,99.0,184,2857.2,217564,395,1905.7,-14.3,9491,3,2023
1640,1758,2023-03-04,3647,4381,10.22,30419,29684,275,275,-6.3,-6.1,-0.1,184987,132,216,289.39,101.0,194,2658.1,217056,732,1894.5,-23.9,8432,3,2023
1641,1759,2023-03-05,3469,4218,3.99,28904,29204,245,245,-3.6,-3.7,5.77e-15,177762,128,211,318.75,102.0,154,2502.8,206904,35,1856.1,-27.8,8112,3,2023
1642,1760,2023-03-06,3571,4270,9.3,29704,27694,265,265,-8.6,-8.7,0.0,176365,132,256,315.33,108.0,133,3107.8,215727,123,1897.2,-35.7,9749,3,2023
1643,1761,2023-03-07,3337,4052,3.38,27621,30381,251,251,-7.0,-7.1,-2.84e-14,169955,140,236,301.52,107.0,166,3246.4,198897,0,1803.3,-38.0,7808,3,2023
1644,1762,2023-03-08,3149,3870,0.62,27346,31785,237,237,-3.0,-3.2,0.1,159173,145,18,324.28,105.0,157,3341.7,192116,84,1734.8,-47.6,8492,3,2023
1645,1763,2023-03-09,3290,4005,2.31,26881,32180,265,265,-6.0,-5.9,0.0,176126,144,409,315.05,107.0,137,3380.6,202975,225,1793.7,-25.5,7944,3,2023
1646,1764,2023-03-10,3505,4225,4.02,26722,31530,283,283,-9.2,-9.3,-2.26e-14,180549,134,414,330.04,112.0,114,3001.8,210470,121,1892.7,-18.4,9549,3,2023
1647,1767,2023-03-13,3634,4341,8.51,25852,28653,286,286,-7.2,-7.2,-5.77e-15,186255,145,776,302.06,117.0,123,2862.9,215536,167,1956.8,-17.3,8456,3,2023
1648,1768,2023-03-14,3681,4382,9.36,23651,29048,296,296,-6.2,-6.1,-5.33e-15,186669,145,712,318.69,122.0,91,2905.6,216549,0,1985.1,-12.4,8757,3,2023
1649,1769,2023-03-15,3694,4355,11.3,22876,30321,305,305,3.2,3.2,-0.1,184169,146,272,244.46,123.0,109,2912.0,214724,331,1984.0,-23.2,9944,3,2023
1650,1770,2023-03-16,3579,4209,5.57,27132,28751,268,268,-4.7,-4.8,2.26e-14,177431,144,165,249.09,122.0,95,2811.6,208222,195,1941.2,-25.1,9853,3,2023
1651,1771,2023-03-17,3371,3980,3.88,27776,28715,249,249,-5.8,-5.8,2.28e-14,174530,133,523,242.02,117.0,117,2580.7,194216,500,1814.5,-41.1,9914,3,2023
1652,1772,2023-03-18,3177,3793,2.71,29696,31796,237,237,-7.1,-7.3,-1.13e-14,164800,133,0,276.77,110.0,109,2465.1,188180,128,1741.8,-52.1,10874,3,2023
1653,1773,2023-03-19,2878,3515,2.24,29562,34926,216,216,-1.9,-1.8,-0.1,158150,131,353,276.54,102.0,154,2261.3,175090,0,1592.4,-74.5,8991,3,2023
1654,1774,2023-03-20,3030,3709,1.55,30483,30968,250,250,-4.1,-4.0,3.41e-14,169546,131,207,320.36,101.0,120,2405.2,184320,0,1656.4,-38.8,11024,3,2023
1655,1775,2023-03-21,3133,3835,2.47,29751,29388,276,276,-8.3,-8.3,0.1,173597,131,1048,335.21,101.0,97,2491.6,189676,298,1714.4,-36.9,8691,3,2023
1656,1776,2023-03-22,3250,3915,1.7,30361,33291,270,270,2.1,2.0,-0.1,173398,132,241,325.04,106.0,98,2559.1,194972,0,1756.1,-19.5,7960,3,2023
1657,1777,2023-03-23,3336,4011,3.9,29541,31578,260,260,-6.7,-6.6,-0.1,177968,132,423,323.52,110.0,114,2620.5,198594,38,1804.0,-15.9,8302,3,2023
1658,1778,2023-03-24,3321,4080,1.16,30851,31991,266,266,-5.1,-5.1,0.1,179437,132,35,313.75,111.0,196,2672.1,201229,0,1820.0,-18.7,8013,3,2023
1659,1779,2023-03-25,3420,4078,5.97,29057,30659,270,270,-5.7,-5.8,1.13e-14,180105,132,1644,309.16,116.0,110,2658.2,200574,678,1830.6,-13.7,10209,3,2023
1660,1780,2023-03-26,3275,3936,5.14,29640,32864,234,234,-1.9,-2.1,2.84e-14,167572,133,710,317.89,113.0,125,2578.0,191205,129,1794.0,-36.2,8571,3,2023
1661,1781,2023-03-27,3403,4112,6.62,29699,29783,263,263,-5.0,-5.1,-2.84e-14,182307,133,1859,343.92,119.0,113,2692.3,202175,0,1836.8,-16.2,8599,3,2023
