Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DD,DNH,Essarsteel,AndhraPradesh,Telangana,Karnataka,Kerala,TamilNadu,Pondy,Bihar,DVC,Jharkhand,Odisha,WestBengal,Sikkim,ArunachalPradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,Railways_NR,DNHDDPDCL,AMNSIL,BALCO,Railways_ER,Ladakh,NR,WR,SR,ER,4469.4
28-04-2023,161,160.7,257.7,93.8,406.5,44.2,31.2,57,4.7,100.5,444,211.2,527.1,15.5,,,,234.4,180,287.8,91.9,384.2,10,119.2,77.4,31.6,117.3,178.3,1.5,2.7,31.9,2.6,5.2,2,2.4,,3.8,29,17.6,12.4,-,,,,,,
29-04-2023,155.5,161.5,231.1,89.3,409.9,45.1,37.7,59,4.5,97.6,410.6,195,515.2,15.6,,,,222.7,169.4,275,86.8,370.7,9.9,122,77.1,33.4,115.5,186.8,1.3,2.5,29.8,2.8,5.2,1.9,2.4,,3.9,28.8,17.7,12.4,-,,,,,,
30-04-2023,140.6,135.5,213.6,81.6,343.4,37.5,28.9,57.8,3.9,89.5,377.5,178.1,484.2,14.2,,,,210.6,157.7,229.1,79.1,332.2,8.8,105.2,74.4,31.7,118.6,159.4,1,2.5,28.3,2.5,5.2,1.8,2.5,,3.8,27.9,17.5,12.3,0.1,,,,,,
24-05-2021,141,119.8,212.9,62.9,330.7,34.8,26.4,47.3,4,86.9,327.8,205.1,488.3,11.1,6.1,16.4,18.3,168.3,151.7,177.1,67,256.6,7.2,117.7,66,29.5,107.7,160.1,1.6,1.8,32.6,2.6,5,1.7,2.3,4.5,,,,,,,,,,,
25-05-2021,154.1,135.9,223.8,69.2,340.6,36,27.5,48.1,4.3,84,337.4,207.1,492.7,11.2,5.3,16.7,18.8,172.5,153.7,178.2,66.7,250.3,7.2,102.8,65.3,26.1,85.7,129.8,1.6,2.1,31.4,2.6,4.7,1.5,2.5,3.7,,,,,,,,,,,
26-05-2021,163.1,147.7,230.5,70.4,372.9,37.1,27.4,49.2,4.5,83.3,337.3,213.2,486.5,12.1,6.5,17,19.7,171.2,155.2,171.3,61.5,240,7.3,96.6,57.2,16.4,65.5,101.5,1.5,2,32.8,2.5,5,1.6,2.4,4.5,,,,,,,,,,,
27-05-2021,172.1,156.1,235.2,81.6,361.5,39.2,27.9,49.2,4.9,84.5,335.2,214.5,488,12,6.5,17,18.8,178.5,155.3,180.7,61.8,257.2,7.3,49.3,53.3,13.6,86,106.8,1.4,2,32.8,2.5,4.8,1.4,2.3,4.6,,,,,,,,,,,
28-05-2021,176.3,163.7,238.4,88.7,337,40,28.8,51.7,5.6,88.9,347.8,214.8,486.8,11.9,6.6,16.4,19.7,196.4,157.7,194,65.3,270.2,7.4,41.7,62,20.6,104.5,135.5,1.3,2.1,34,2.5,5.1,1.4,2.3,5.3,,,,,,,,,,,
29-05-2021,177.3,163.1,242.1,86.1,348,38.2,28.9,47.2,4.8,90.5,352.4,214.3,484.5,11.8,6.6,16.9,18.8,203.5,162.6,198.6,65.1,273.9,7.7,73.1,62.9,25.3,110.4,159.3,1.2,2.1,35,2.6,5.4,1.5,2.4,5.4,,,,,,,,,,,
30-05-2021,167.8,127.6,230.8,83.7,353.5,30.5,24.7,46.7,3.6,88.5,339.7,208.3,451.9,11,6,17.1,14.8,201.6,155.2,192.6,63.4,278.6,7.2,95.4,62.3,25.7,108.8,159.8,1.2,2,33,2.6,5.3,1.7,2.3,5.2,,,,,,,,,,,
24-06-2019,249.8,197.7,240.6,123.2,383,40.1,28.7,48.5,6.2,85.2,340.6,190.4,436.2,12.4,7.2,18.6,5.6,176.2,151.8,191.5,71.4,329.9,8.4,109.3,66.7,25.3,91.1,183.4,1.2,2.4,33.2,2.6,5.6,1.9,2.4,5.7,,,,,,,,,,,
25-06-2019,250.6,209.8,242.9,126.1,407.9,44.4,29.1,44.8,6.2,91.1,334.7,195.1,451,12.4,7.4,18.7,6.3,178.1,156.6,199.2,73.2,347.7,8.8,113.8,67.7,25.6,92.9,195.2,1.1,2.3,32.7,2.5,5.7,1.5,2.5,5.4,,,,,,,,,,,
26-06-2019,274.1,219.4,248.5,135.1,416.9,46.5,30.8,45.8,6.5,90.5,330.8,192.8,458.8,12.4,7.7,18.9,6,179,162.2,198.1,74.2,330.3,8.6,99.1,66.1,24.3,97.7,181.6,1.2,2.3,27.7,2.4,5.3,1.8,2.5,5.1,,,,,,,,,,,
27-06-2019,269.4,219.1,249.5,135.2,435.1,46.7,31.3,46,6.4,89.6,340.2,191.7,448.7,12.4,7.8,19.1,5.2,178.2,165.6,198.2,75.9,334,8.5,95.6,66.1,21.6,96.4,182.4,1.3,2.2,28.4,2.6,5.8,2,2.3,6.6,,,,,,,,,,,
28-06-2019,282.7,219.7,254.7,133.5,446.8,47.2,31.7,48.8,6.7,87.3,331.8,188.4,407.6,12.4,7.5,18.5,6.5,185,163.5,195.2,76.1,337.3,8.6,103.1,67.8,25.2,88.4,175.9,1.3,2.2,29.6,2.6,5.4,1.7,2.2,5.5,,,,,,,,,,,
29-06-2019,281.5,224.5,255.7,136.7,452.6,48.6,31.5,44.6,6.8,89.7,328.2,187.4,388.5,10.9,7.2,17.1,5.4,184.6,147,191.8,77.2,339.7,8.6,101.1,62.6,25.3,90.4,176.3,1.2,2.3,31.1,2.8,5.8,1.7,2.2,5.4,,,,,,,,,,,
30-06-2019,286,211.8,246.4,136,445.1,44.9,28.5,42.3,6.1,86.3,319.5,171.4,371.1,10,6.8,17.4,5.7,174.3,136.3,170.3,70.3,319.5,8.1,100.3,66.5,25.7,88.4,162.5,1,2.2,32.7,2.7,6,1.7,2.2,5.5,,,,,,,,,,,
24-07-2023,293.6,253.9,286.6,146.4,577.5,47.9,33.6,52.5,7.1,105.4,352.6,256.2,478.5,11.7,,,,190,200.7,177.9,70.7,337.9,9.4,154.1,76.8,37.5,135.5,223.6,1.3,2.7,41.1,2.6,5.4,1.7,2.9,,3.4,29.4,20.2,12.4,0.1,,,,,,
25-07-2023,282.7,253.4,284.7,147.3,563,49.1,36.1,51.2,7.2,111.6,360.2,261.5,487,12.3,,,,178.5,172.8,172.3,72.1,336,9.6,156.6,78,39.6,127.7,215.5,1.1,2.8,44.7,2.7,5.3,1.8,2.9,,3.6,30.1,19.3,12.4,0.1,,,,,,
26-07-2023,270.5,203.2,276.4,128,513.2,46.7,34.1,50,6.4,116.5,359.8,263.3,481.9,11.5,,,,170.5,170.1,170.4,71.6,339.2,9.5,160,79.4,39.3,136.9,218.9,1.3,2.8,45.4,2.7,5.4,1.8,2.9,,3.6,30.1,20.5,12.4,0.1,,,,,,
27-07-2023,283.7,216.2,260.2,128.4,532.9,47.3,34.9,47.9,6.7,115.5,367.6,264.3,466.1,11.8,,,,171.2,142.9,166.3,71.3,349.5,9.9,160.4,76.9,39.7,134.4,219.8,1.3,2.6,45.4,2.6,5.4,1.9,2.9,,3.3,30.3,19.3,12.4,0.1,,,,,,
28-07-2023,261.4,203.8,249.4,125,524.1,47,36.3,51.5,6.5,110.3,360.9,253.9,458.8,12.3,,,,184.6,169.1,175.3,73.8,366.8,10.6,161.3,78.6,40.9,130.9,225.9,1.1,2.4,43.8,2.9,5.5,1.9,3,,3.2,29.4,20.4,12.4,0.1,,,,,,
29-07-2023,273.7,199.1,234.2,112.7,469.8,46,35.6,49.4,6.3,104.2,344.2,242.2,457.5,12.4,,,,194.7,197.4,173.6,75.6,376.3,10.7,134.1,71.7,33.8,124.2,224.3,1.1,2.7,43.2,2.8,5.6,2,3.1,,3.2,30.1,19,12.5,0.1,,,,,,
30-07-2023,269.1,197.1,243.9,113.4,500.7,42.9,32.9,50,6,105.8,327.1,244,451,11.5,,,,199.3,210.1,166.3,70.7,355.7,9.8,144.7,74.7,36.6,131.9,218.1,0.8,2.9,43,2.8,5.4,1.7,2.6,,3.1,28.9,19,12.4,0.2,,,,,,
24-08-2020,234.2,172.6,205.1,96.1,387.6,39.3,27.7,44.2,5.3,85.9,243.4,175.5,365.1,8,6.1,15.8,16.5,163.6,183.5,163.8,68.4,287.7,7.8,110,63.1,26.2,84.8,156.7,1,2,35.4,2.6,5.8,1.6,2.2,4.8,,,,,,,,,,,
25-08-2020,240.7,181.2,194.8,97.2,416.8,40.8,30.5,40.8,5.4,89.6,249.7,186.3,381.4,8.6,6.4,15.9,16.6,170.8,200.5,175.3,70.6,295.3,6.9,118.5,63.7,28.2,79.1,163.9,1,2.1,38.1,2.6,5.5,1.6,2.5,4.7,,,,,,,,,,,
26-08-2020,251,182.6,207.3,100.5,425,40.3,31.4,37.6,5.7,83.5,255.3,193.7,389.1,9,6.2,16.2,17.2,171.5,203.4,182.7,71.4,299.4,7.6,112.9,63.8,26.8,76.3,154.9,1,2.2,37,2.9,5.7,1.8,2.4,4.7,,,,,,,,,,,
27-08-2020,245.3,191.4,219,102.3,416.6,39.8,30.8,33.3,5.6,72.5,265.2,185.6,385,8.8,6.5,16.5,16.3,168.4,176.6,187.3,71.3,296.9,7.6,103.5,61,25.9,87.3,143.7,1,2.2,35.2,2.9,5.5,1.7,2.4,5.1,,,,,,,,,,,
28-08-2020,207.1,188.1,225.7,103.2,404,40.4,29.1,38.8,5.5,58,269.6,173.9,377.2,8.9,6.6,16.6,17.3,176.5,172.9,193.8,71.9,301.8,7.5,108.3,62.7,27.6,95,153.8,1,2,36.1,2.8,5.5,1.7,2.2,4.9,,,,,,,,,,,
29-08-2020,206,188.2,218.3,96.7,397.9,39.5,31.8,41.5,5.3,68,271.6,163.4,372.2,8.9,6.6,16.6,17.9,184.8,175.2,195.7,71.1,303.8,8.1,115.6,62.6,28.8,86.9,165.9,1.1,1.8,34.8,2.7,5.4,1.6,2.1,5,,,,,,,,,,,
30-08-2020,207,175.4,195.3,90.6,383.2,36.3,28.8,43.7,4.8,56.4,250.6,157.5,358.9,8.1,6.1,16.3,16.7,185.5,178.3,184.2,66.2,279.6,7.8,118.8,62.9,29.2,86.3,167.4,0.9,1.8,32.2,2.6,5.5,1.6,2.1,4.9,,,,,,,,,,,
24-09-2018,104.5,96.3,181.5,86,302.6,34.1,25.6,37.9,3.5,91.6,360.4,181.4,472.3,12.2,7.1,18.5,11.9,176.2,208.6,193.6,69.1,299.8,7.5,94.3,63.1,24.5,105,167.1,1.2,2.3,29.7,2.2,5,1.6,2.1,4.6,,,,,,,,,,,
25-09-2018,112.2,110.5,192.1,81,314.8,34.6,25.6,40.9,3.8,91.5,376.8,189.8,485.2,12.9,7.4,18.7,11.2,178.1,218.4,192,70.6,312.6,6.8,97.6,59.9,24.6,96.1,170.8,1.1,2.4,27.8,2.3,5.1,1.7,2.4,4.7,,,,,,,,,,,
26-09-2018,127.4,119.1,200.6,83.6,333,38.1,27.1,39.9,4.1,95.6,380.6,194.3,489.9,12.3,6.5,18.7,10.1,172.5,208.7,172.4,72,317.8,7.6,99.8,59.5,24.2,90.7,172.1,0.8,2.2,28.5,2.2,4.8,1.7,2.2,4.6,,,,,,,,,,,
27-09-2018,136.8,126,202.8,88.4,345.2,38.6,26.1,38.6,4.3,99.3,383.9,197.4,488.8,12.3,7,18.6,10.9,170.5,209,167.6,70.8,314.2,7.5,101.8,58.5,25.1,96.7,179,1.1,2.3,30,2.4,5.3,1.6,2.1,4.6,,,,,,,,,,,
28-09-2018,141.1,132.6,207.5,93.3,350.8,36.3,27.5,39.9,4.4,100.6,388.6,201.8,481.5,12.3,6.6,18.3,11.1,176,217.1,171.8,69.4,306.4,7.6,101.4,60.7,24.9,98.7,176.3,1.1,2.3,30.6,2.3,5,1.6,2.2,4.9,,,,,,,,,,,
29-09-2018,139.4,135.9,207.1,93.2,365.4,38,26.3,32.2,4.2,102.7,388.2,204.8,479.6,12.1,6.8,18,4.1,179.5,216.5,164.3,69.5,300.6,7.5,102.5,58.2,25,105.2,191.3,1.2,2.4,32,2.4,5,1.6,2.2,5,,,,,,,,,,,
30-09-2018,140.1,129.5,209.4,89.1,350.4,37.5,24.4,38.5,3.5,100.1,378.8,206.5,478.9,13.1,6.8,17.4,4.4,182.3,216.7,162.2,64.6,283.4,7.2,98.5,61.1,24.6,109.9,177,1.1,2.3,28.1,2.2,5.1,1.4,2.3,5.1,,,,,,,,,,,
24-10-2022,109.2,106.8,225.6,61,313.5,26.4,20,52.4,2.9,86,296.6,200.1,378.2,9,,,15.3,172.5,163.4,152.1,72.1,206.7,6.1,103.5,68.7,31.6,127,130.8,1,2,23.5,2.2,5.8,1.5,1.8,2.7,,16.4,,,,,,,,,
25-10-2022,99.9,96.1,215.8,59.7,274.7,25.6,18.9,51.1,2.9,81.9,276.9,195.2,371.3,11.8,,,15.3,181,170.6,159.7,75.7,230.3,7.1,96.3,68.7,30.9,131.3,130.8,1,2.1,20,2.2,5,1.3,1.6,1.9,,14.8,,,,,,,,,
26-10-2022,115,109,232.4,61.8,284.7,28.1,25.1,51.6,3.2,87.1,272.5,204.5,382.2,10.7,,,15.2,189.8,179.7,164.2,76.9,275.7,8.2,95.6,68.2,28.8,134.7,146.5,1.1,2.2,25.8,2.3,6.2,1.6,2.1,3.4,,18.6,,,,,,,,,
27-10-2022,129.6,124.7,248.9,68,290,32.3,28.7,49.7,3.4,88.1,337,211.8,412.3,11.1,,,14.9,195.9,181.3,173.9,78,292.6,8.9,92.6,69.1,27.8,126.5,143.2,1.2,2.2,27.7,2.4,6.4,1.6,2.2,3.6,,23.4,,,,,,,,,
28-10-2022,131.5,131.7,260.1,71.1,300.9,34.4,30.8,52.5,3.4,88.9,327.9,221.3,433.4,11.4,,,15.7,193.2,184.4,183.9,79.1,305,9,91.3,69,28.1,115.8,143.1,1.4,2.2,29.1,2.5,6.7,1.5,2.2,4.1,,25.8,,,,,,,,,
29-10-2022,129,132.2,264.6,68.8,303.2,35.4,31.8,51.8,3.5,89.5,336.6,229.1,444.5,11.3,,,14.9,191.9,178.4,183.9,78.5,292.8,9.2,90.1,69,29.8,111,139.6,1.4,2.3,29.6,2.5,6.7,1.5,2.2,4,,26.3,,,,,,,,,
30-10-2022,119.2,118.3,265.6,64.2,297.1,33.7,29.9,52,3.1,89,336.7,233.6,441.5,10.4,,,15.6,188.6,172.2,168.2,71.4,211.3,7.8,87.1,69.4,28.7,105.4,133.2,1.3,2.5,28.7,2.5,6.4,1.4,2,4.5,,25.3,,,,,,,,,
24-12-2018,110,125.5,237.9,67.2,276.6,37.2,28.6,49.1,3.6,73.7,324.7,257.5,415.1,10.2,7.1,17.5,9.1,162.5,178.8,204.6,70.8,276.4,6.9,70.3,65.8,23.5,70,109,1.4,2.2,22.1,2.4,6.5,1.9,2.2,3.4,,,,,,,,,,,
25-12-2018,96.3,129,238.7,64.8,287.9,38.6,29.4,49.2,3.4,74.7,324.1,259.9,416.5,10.2,7.2,17.5,12.5,161.5,180.6,206.8,65.6,282.9,6.9,69,66.2,24.2,71.9,106.6,1.5,2.2,23.4,2.4,6.3,1.8,2.2,3.8,,,,,,,,,,,
26-12-2018,123.2,130.3,240.5,64.6,289.1,39.4,30.9,48.2,3.7,73.7,318.7,260.1,415.7,9.7,7.2,17.5,10.5,165,184,214.4,71.1,290.6,6.9,73.3,69.7,24.9,70.6,112.6,1.4,2.2,23.6,2.5,6.6,1.7,2.1,3.4,,,,,,,,,,,
27-12-2018,117.8,131.2,241.2,69.6,286.5,39.3,31.2,50.7,3.7,74.9,322,258.7,407.9,10.4,7.1,17.4,11.2,167.1,190.3,213.2,73.1,302,6.8,72.4,66.4,24.5,69.7,110.8,1.6,2,23.3,2.8,6.4,1.8,2.1,3.7,,,,,,,,,,,
28-12-2018,119.6,130.6,242.4,73.2,295.8,39.3,31.6,52.8,3.9,76.1,319.4,257.9,393.3,10.4,7.1,17.2,12.6,166.9,188.5,211.2,73.1,303.9,7.2,73.8,66.1,23.6,67.9,113.5,1.4,2.1,23.3,2.8,6.7,1.6,2.2,3.9,,,,,,,,,,,
29-12-2018,119.2,128.6,240.7,69.3,290.7,39.2,30.6,50.5,3.7,75.1,317.3,256.4,388.4,9.8,7,17.3,11.1,165.6,184,204.8,70.2,287.1,7.1,72.1,64.6,23.4,68.2,110.2,1.4,1.9,23.3,2.8,6.7,1.9,2,3.8,,,,,,,,,,,
30-12-2018,106.1,120.3,237,66.5,291.5,37.1,29.2,49.9,3.2,75.6,309.6,255.2,378.4,8.9,6.6,17.2,11.2,160.5,178,192.1,64,261,6.3,74.7,64.7,26.9,68.1,105.6,1.4,2.1,22.8,2.8,6.4,1.8,2.1,3.8,,,,,,,,,,,
25-01-2021,127.5,132.3,263,75.1,303.8,40.9,32.6,56.4,4,95.4,344.4,289.7,483,10.4,7.3,19.2,16.1,183.7,236.9,229.8,72.4,275.5,7.2,91,69.4,26.2,74.5,116.2,1.9,2.2,24,2.8,6.7,1.5,2.1,3.6,,,,,,,,,,,
26-01-2021,119,118.7,261.9,62.6,312.5,36.1,28.6,56.7,3.4,92.9,328.3,287.8,441,9,5,16.3,17.4,183,234.2,219.3,68.2,259.8,6.7,89.5,67.7,26.5,75.8,118.4,1.6,2.3,23.2,3,6.7,1.6,2.2,3.5,,,,,,,,,,,
27-01-2021,130.8,133.8,264.2,72.3,307.4,40.6,32.2,54.8,3.9,95.3,334.5,284.2,470.6,9.8,6.5,18.1,16.7,187.1,239.5,230,70.4,275.3,7.7,90.8,72.6,25.6,76.4,125.9,1.9,2.5,24.2,2.8,6.9,1.8,2.2,3.7,,,,,,,,,,,
28-01-2021,135.6,140.9,267.1,74.6,317.2,42.6,33.4,53.7,4.2,94.1,334.5,288.4,485.2,10.2,7.6,19.7,16,185.1,243.1,234.1,70.3,286,7.9,95.6,66.9,25.8,77.2,131,1.9,2.5,24.5,3.2,6.9,1.6,2.3,4,,,,,,,,,,,
29-01-2021,134.2,143.3,269.2,74.2,319,42.9,33.9,56,4.1,81.5,344.7,286.4,480.6,10,7.7,19.7,16.3,185.9,251.6,237,71.4,292.6,7.6,94.3,69.4,25.2,76.2,133.9,1.8,2.6,24.2,3.1,6.8,1.6,2,4,,,,,,,,,,,
30-01-2021,140.6,142.7,268.4,71.6,318.9,42.8,33.3,55.5,3.9,84.2,346.5,288.7,475.4,10.2,7.6,19.6,16.6,188.1,251.9,235.7,72.7,292.9,7.6,92.6,68.6,26.1,75.2,130.1,1.8,2.3,24,3,6.4,1.7,2,3.6,,,,,,,,,,,
31-01-2021,142.4,130.4,262.7,68.3,311.3,39.7,30.9,55.4,3.5,87.9,337.2,285.2,466.6,9.3,7,19.2,16.6,182.1,245.7,223.6,67.8,272.4,7.1,96.5,68.6,26.3,74.1,123.3,1.6,2.5,23.7,3,6.9,1.8,2.1,3.6,,,,,,,,,,,
25-02-2019,101.8,117.4,232.4,61.4,261.4,35.9,28.6,46.7,3.3,82.4,326.2,226.5,439.4,10.9,6.7,18.2,13.9,190.1,217.3,235.1,75.2,318.5,7.6,72.5,61.3,17.4,76.4,111.8,1.2,1.9,23.7,2.7,6.5,1.9,2.1,3.7,,,,,,,,,,,
26-02-2019,100.3,117.4,228.8,64.1,259.6,36.2,29.8,47.3,3.3,89.8,319.2,223.9,433.9,10.9,6.9,18.4,14.3,194.2,218.5,234.5,77.1,327.6,7.7,73,61.3,21.1,75,112.5,1.3,2.2,22.8,2.1,6.6,1.7,2.1,2.9,,,,,,,,,,,
27-02-2019,101.6,117.2,222.5,66.1,241.9,37,30.8,48.2,3.5,92.1,314.6,212,432.9,10.9,7.2,18.5,14,199.6,219.5,237.7,78.2,332.8,7.9,62.3,64.1,21.1,77.4,109.7,1.6,2.2,22.4,2.7,6.4,1.7,2.1,3.5,,,,,,,,,,,
28-02-2019,101.6,117.2,222.5,66.1,241.9,37,30.8,48.2,3.5,92.1,314.6,212,432.9,10.9,7.2,18.5,14,196.8,215.5,246.3,77.8,335.5,8.1,63.8,63.7,20.7,75.9,109.3,1.2,2.3,19.8,2.7,6.6,1.8,2,2.8,,,,,,,,,,,
01-03-2019,106.8,123.7,231.3,65.4,268,37,29.5,50.5,3.4,92.3,322.6,222.6,420.9,9.7,7.1,17.7,5.4,192.9,218.9,251.6,77,340.9,8.1,69.1,62.5,21,75.3,115.4,1.4,2.1,22.9,2.5,6.7,1.8,2.1,3.4,,,,,,,,,,,
02-03-2019,105.9,111.9,223.6,63,258,36.8,30.4,48.8,3.4,92.3,322.6,223.5,431.1,10,7.2,17.3,4.3,190.8,214.6,247.3,77.6,334.6,7.8,70.7,64.4,23.3,86.2,113,1.5,2.1,23.6,2.7,6.8,1.8,2.2,3.7,,,,,,,,,,,
03-03-2019,93.1,95,212,60.2,230,31.7,26.9,46,2.9,90,319.7,203.8,419.7,10,7,18,4.2,189.7,218.4,222.6,71.5,312.9,7.4,71.3,62.7,22.9,86.8,109.4,1.3,2.1,22.3,2.4,6.4,1.5,2.1,3.1,,,,,,,,,,,
25-03-2019,118.3,117.7,209.5,61.7,291.7,35.2,26.9,45.8,3.1,94.2,351.5,199.3,471.3,12.4,7.3,18.3,11.6,197.7,223.9,252.5,84.7,345.9,8.5,79.5,67.1,24.7,87.1,152.1,1.3,2,24.8,2.1,5.7,1.7,2.7,3.9,,,,,,,,,,,
26-03-2019,123.5,123.4,216.3,64.3,279.4,35.2,26.2,45.1,3.1,96,355.6,200.8,484,12.4,7.4,18.2,12.4,197.6,229.2,273.3,86.3,341.9,8.4,62.1,64.7,23.1,98.4,145.2,1.5,2.2,23.2,2.3,5.5,1.9,2.7,3.8,,,,,,,,,,,
27-03-2019,126.9,124.6,215.4,65.9,297.6,35.8,26.7,46.1,3.2,98.1,357.6,203.1,489.6,12.4,7.5,18.4,11.7,198.1,226.8,256.3,86.4,350.1,8.4,72.8,67.6,23.9,98.7,145.8,1.5,2,22.7,2.4,5.6,1.9,2.1,3.8,,,,,,,,,,,
28-03-2019,129.8,126.3,214.8,67.4,308.6,24,25.5,44.4,3.2,97.2,364.6,204.8,487.7,12.4,7.5,18.5,11,198.8,225.6,254.3,86.7,346,8.5,78.7,68.9,23.8,90.5,160.1,1.4,2.1,24.6,2.5,5.7,1.9,2.2,3.9,,,,,,,,,,,
29-03-2019,131.5,129.4,222.9,71.8,317.9,36.9,25.6,36,3.4,97.6,366.5,205.8,483.3,12.4,7.2,18.3,12.7,199.6,227.8,255.8,86.5,351.1,8.4,81.5,69.3,23.8,90.8,172.7,1.3,2.3,25.8,2.4,6,1.6,2.1,4.1,,,,,,,,,,,
30-03-2019,130.8,127.6,220.4,73.9,320,36.8,25.1,41.9,3.4,102.9,366.4,208.4,484,12.4,7.2,18.3,12.3,200.4,229.1,253.5,85.9,349.3,8.4,84.1,69,23.8,91.3,164.2,1.3,2.3,25.6,2.5,5.6,1.6,2.3,4.2,,,,,,,,,,,
31-03-2019,121.4,113.9,217.5,69.1,292.2,34.1,23.1,41.6,3,97.8,350.5,202.5,462,12.4,6.7,17.7,11.7,196.7,219.1,232.7,79.3,327,7.8,85.1,68.2,24,83.1,158.4,0.8,1.8,15.2,2,5.4,1.4,1.8,3.8,,,,,,,,,,,
25-04-2022,173.1,156.5,257,111.3,418.1,44.7,31.7,40.9,5.1,116.9,440.7,278.5,607.3,14.4,7.6,20.3,17.5,210.9,218.6,246.2,86.4,363.4,9.6,115.7,77.4,29.6,115.2,204.6,1.8,2.3,30.8,2.5,5.7,1.8,2.2,5.6,,,,,,,,,,,
26-04-2022,165.5,157.4,254.4,113.9,419.2,43.9,31.6,39.4,5.4,118.1,440.1,280,615.1,13.5,7.6,20.4,17.9,209.5,214.8,246.4,90.6,376.7,9.8,123.5,77.1,28.2,116.1,209.8,1.4,2.2,30,2.6,5.5,1.8,2.4,5.5,,,,,,,,,,,
27-04-2022,168.4,157.8,261.8,116.6,421.7,45.5,31.5,39,5.6,111.6,442.8,276.9,625,15.1,7.6,20.4,19.5,214.3,212.9,260.3,92.2,378.4,9.7,121.3,78.5,30.5,117.5,207,1.2,2.3,25.4,2.3,4.9,1.9,2.3,5.4,,,,,,,,,,,
28-04-2022,174.1,156.4,261.4,121.2,437.5,47.4,32.3,41.5,5.9,114.3,445.9,275.2,627.8,14.4,7.8,20.6,19.6,215.6,205.6,257.4,92.9,386.6,9.7,119.1,79.4,31.6,113.6,201.5,1.7,2.3,28.8,2.6,5.1,1.8,2.2,6,,,,,,,,,,,
29-04-2022,183.7,156,259.8,123.7,450.4,47,32.9,43.9,6,115.3,453.8,274,626.2,14,7.8,20.3,19.6,215.2,204.6,239.7,90.7,387.8,9.8,119.9,78.6,33.2,116.9,195.6,1.7,2.2,29.8,2.6,5.4,1.7,2.2,6.1,,,,,,,,,,,
30-04-2022,205.8,179.7,271.2,121.5,460.3,47.3,34.6,44.8,5.8,118.8,452.2,262.2,618.5,15.4,7.9,20.2,18.2,219,214.8,244.6,87.3,385.6,9.8,95.9,77.1,32.2,116.4,152.4,1.6,2.2,23.2,2.1,4.7,1.6,2,5,,,,,,,,,,,
01-05-2022,206.6,182.7,292,117.7,451.1,42,30.7,49.7,5.2,118,429.3,267.8,570.5,13.8,5.8,18.7,18.8,207.1,209.4,215.9,78.8,346.1,8.7,104.2,68.8,30.8,111.7,130.1,1.2,2.2,25.8,2.2,4.8,1.7,2.1,5.3,,,,,,,,,,,
25-06-2018,268.7,213.5,219.9,136.3,431.6,45.2,28.8,43.5,6.6,87.9,325.4,170,400.1,9,6.9,16.9,11.2,178,148.7,173.7,63.5,320.8,7.9,87.4,63.5,19.8,90.2,146.7,1.1,2.1,30.5,2.2,5.4,1.6,2.1,4,,,,,,,,,,,
26-06-2018,269.4,205.4,204.6,130.4,409.6,47.5,28.3,40.9,6.6,81.5,328.2,160.4,402.5,9,7.3,17.2,11.9,179.3,151.5,174.6,66.9,325.5,7.9,83.9,66.9,17.9,83.5,144.1,0.9,2.2,32.6,2.3,5.4,1.5,2.1,4.8,,,,,,,,,,,
27-06-2018,242.5,190.1,184.3,122.2,364.4,46.1,25.1,46.9,6,78.2,331.1,156.2,406.5,9,7.5,16.2,11.5,172.4,149.4,174.2,64.2,323.4,7.7,80.5,67.4,20.3,79.7,149.8,1.3,2.3,30.8,2.4,5.7,1.4,2.2,4.7,,,,,,,,,,,
28-06-2018,192.6,145.8,170.3,114.3,319.9,43.5,25,39.4,5.5,75,330.6,146.5,409.1,9.4,7.4,17.6,8.4,163.8,143.3,179.2,63.3,323.1,7.4,80.9,68.3,22.3,81.3,155.2,1.4,2.3,30.8,2.3,5.5,1.6,2.2,4.4,,,,,,,,,,,
29-06-2018,181.1,155.8,156.2,114.9,365.5,45.1,25.8,34.6,5.7,77,322.2,150.3,408.9,10.3,7.3,16.6,5,167.3,149.9,183.3,63.2,322.4,7.6,91.3,69.1,23.2,76,162.6,1.3,2.4,30.9,2,5.5,1.7,2.2,5.4,,,,,,,,,,,
30-06-2018,206.4,178.4,160.3,113.1,394.9,45.5,26.6,38.6,6,82.5,318.7,159.6,413.7,9.3,7.3,17.4,5.1,165.4,155.1,180.2,64.7,308.2,6.7,89.8,69.4,24.2,74.3,169.3,1.2,2.2,30.8,2.2,5.4,1.6,2.3,4.1,,,,,,,,,,,
01-07-2018,226,178.5,169,113.2,373.3,40.4,24,37.3,5.7,82.1,314.3,161.1,408.9,8.5,6.7,17.1,10,156.6,155.6,169.3,60.6,284.3,7,80.8,68.9,22,77.8,159.2,0.9,2,29.2,2.3,5.5,1.6,2.2,4.5,,,,,,,,,,,
25-07-2022,260.4,202.1,215.9,119.9,442.6,46,31.2,46.1,6.9,97.1,324.2,201.4,450,11.9,,,18.1,195.2,194.7,188.5,71.9,315.7,9.2,125,75.2,31.1,124.1,171.2,1.5,2.6,37.7,2.4,5.9,1.4,2.7,5.1,,25.9,,,,,,,,,
