,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW)
1186,7/26/2021,2473,4013,3.56,33978,48735,684,684,-8,-8,-0.1,177512,101,820,165.77,66,492,4012,188834,250,1774.6,-17.3,9948
1187,7/27/2021,2416,3959,12.01,36078,48837,660,660,-4.6,-4.6,-1.42E-14,170568,101,495,148.03,69,541,3958.8,187669,550,1735.9,-26,9906
1188,7/28/2021,2184,3745,3.75,39209,52421,664,664,-8,-8.1,-1.42E-14,163447,102,200,145.22,73,538,3746.3,180815,100,1619.4,-17.9,9193
1189,7/29/2021,2186,3725,3.69,39038,52685,683,683,-5.1,-5.1,-5.33E-15,164866,102,200,133.08,71,520,3725.5,179322,250,1634.5,-30.9,9095
1190,7/30/2021,2139,3729,3.55,39221,53170,705,705,-4.8,-4.7,0.1,164320,101,200,155.23,71,514,3728.4,180993,250,1646,-26.7,9422
1191,7/31/2021,2145,3741,3.49,38873,54160,710,710,-2.5,-2.4,0.1,166182,101,200,142.03,68,521,3741.1,180913,250,1626.4,-25.2,9008
1192,8/1/2021,2029,3622,5.99,39583,56825,719,719,-5.5,-5.4,-1.95E-14,157624,101,1113,146.52,59,515,3471.6,174008,250,1588.4,-18.5,8493
1193,8/2/2021,2244,3852,8.19,39427,53920,744,744,-9.1,-9.1,1.69E-14,168881,96,1595,160.34,62,504,3739.5,186383,100,1707.1,-8.8,9233
1194,8/3/2021,2329,3959,7.95,40671,53603,751,752,-5.7,-5.5,-0.1,169340,96,1976,170.39,64,491,3976.3,187866,270,1720.7,-1.9,9917
1195,8/4/2021,2410,4040,4,38737,50177,751,751,-4.8,-4.7,0.1,174587,98,1290,169.47,68,479,4160.7,192868,270,1748.5,-9.8,8610
1196,8/5/2021,2561,4156,7.52,37063,48927,759,759,-6,-6.1,-0.1,178460,99,1340,169.35,73,434,3773.7,195872,1750,1795.9,-0.7,9626
1197,8/6/2021,2673,4212,8.73,34482,45133,767,767,-9.9,-10,-5.33E-15,179813,100,2026,171.54,72,372,3904.3,200817,250,1864.4,-5.4,9963
1198,8/7/2021,2792,4238,10.16,34362,39731,778,778,-6.7,-6.6,0.1,180387,95,1551,183.43,81,232,4360.1,200835,320,1885.3,-6.9,10311
1199,8/8/2021,2745,4095,3.8,33741,37208,746,746,-3.9,-3.9,0,172414,97,200,186.09,81,175,4095.4,193468,250,1800.4,-8.3,9911
1200,8/9/2021,2848,4246,4.4,32246,33535,730,730,-3.8,-3.9,1.95E-14,183299,97,430,184.24,80,243,3913.7,202201,200,1820.4,-6.1,9240
1201,8/10/2021,2897,4326,4.1,32071,33839,735,735,-5.5,-5.4,5.33E-15,187058,96,374,174.34,82,299,3900,205538,520,1828.1,-10.1,9374
1202,8/11/2021,2928,4378,8.39,33816,34066,748,748,-7.5,-7.5,0.1,186914,87,1410,190.3,82,297,3261,206928,408,1848.5,-5.1,9140
1203,8/12/2021,2988,4428,8.03,33964,34316,736,736,-3.9,-3.8,-1.95E-14,187358,67,1331,176.18,80,318,3546.8,209204,870,1847.3,11.4,10468
1204,8/13/2021,3020,4455,6.37,33021,33711,740,740,-5.5,-5.5,0,189345,65,919,175.13,77,311,4455.7,209934,729,1913.3,6.4,10396
1205,8/14/2021,2973,4441,6.79,32971,32696,690,690,-6.5,-6.5,-8.88E-15,190660,65,923,185.59,70,401,4441.1,209592,252,1869.1,-13.8,9049
1206,8/15/2021,2831,4261,5.15,31921,34951,728,728,-5.4,-6.4,0.9,174920,70,271,173.82,69,325,4260.3,201183,275,1806.4,-8.5,10407
1207,8/16/2021,3029,4372,16.1,29836,33801,740,740,-11,-10.9,2.31E-14,184956,86,2992,165.34,64,187,4371.8,206964,782,1915.3,2.7,10569
1208,8/17/2021,3101,4426,12.92,29791,32043,713,713,-6.4,-6.4,2.84E-14,186974,95,2355,156.67,62,194,4425,206128,965,1957.1,5.2,10843
1209,8/18/2021,3003,4383,7.51,28242,32069,692,692,-6.2,-6.1,-0.1,186849,95,1987,170.5,62,274,4384.2,205082,862,1937.2,-8.3,9207
1210,8/19/2021,2926,4364,5.3,28965,35367,692,693,-6.6,-6.5,-2.66E-15,185382,96,751,176.94,67,322,4364.7,205113,148,1924.2,-8.8,8764
1211,8/20/2021,2893,4205,3.69,30005,35328,707,707,-6.1,-6.2,3.42E-14,178911,96,200,160.55,68,200,4204.8,201258,100,1900.9,4.44E-16,10163
1212,8/21/2021,2803,4014,3.45,30493,36368,695,695,-5.1,-5.2,2.28E-14,174214,95,200,140.03,70,127,4014.3,193715,250,1850.1,-11.7,9417
1213,8/22/2021,2657,3733,5.34,33047,37236,623,623,-4.3,-4.4,-0.1,161322,95,213,166.66,69,73,3733.1,178740,200,1721.1,-8.5,10072
1214,8/23/2021,2728,3988,4.3,33643,36016,687,687,-3,-3.1,-1.42E-14,179574,99,375,192.43,71,121,3988.3,191025,350,1811.8,4.5,11030
1215,8/24/2021,2830,4208,7.54,34475,35854,712,712,-4.4,-4.4,0.1,185420,92,1176,198.49,70,218,4208.2,198204,629,1844,12.7,10116
1216,8/25/2021,2830,4293,20.15,36650,38190,719,719,1.2,1.1,-5.33E-15,184499,90,3759,185.8,69,295,4291.8,201716,1575,1861.4,18.2,11662
1217,8/26/2021,2789,4294,19,32596,34458,725,725,-1.1,-1,-8.88E-15,181416,89,3278,182.95,68,315,4294.1,201608,295,1860.1,-4.9,10183
1218,8/27/2021,2835,4273,65.62,33348,41129,730,730,-9.3,-9.4,3.11E-14,178682,92,7007,176.34,69,253,4271.7,201263,2636,1869.3,13.8,11494
1219,8/28/2021,2844,4218,77.66,33961,40865,720,720,-1.3,-1.4,-0.1,179361,91,5789,152.61,72,203,4217.5,197626,3082,1891.2,8.4,10802
1220,8/29/2021,2731,4032,24.29,34440,38124,659,659,-11.5,-11.6,-1.15E-14,172993,87,201,154.26,77,208,4032.8,187141,1427,1816.4,-14.4,8277
1221,8/30/2021,2753,4028,10.41,34672,40232,650,650,-6.6,-6.5,0.1,175040,85,278,131.97,73,239,4027,188661,317,1802.9,-10.5,8593
1222,8/31/2021,2720,3982,7.76,33279,39052,648,648,-5.4,-5.4,-0.1,175254,88,1175,168.68,70,207,3981.1,187345,362,1800.5,-5.9,10314
1223,9/1/2021,2709,3949,9.25,32483,37577,651,650,-4.4,-4.4,1.69E-14,176038,87,677,183.89,73,165,3420.3,185254,250,1803.5,-11.3,9971
1224,9/2/2021,2744,3985,10.5,34254,40392,675,675,-4.8,-4.7,-0.1,176891,94,589,161.89,75,161,3794.9,189007,250,1798.8,-0.1,10125
1225,9/3/2021,2740,3948,6.87,31074,41757,652,652,-6.7,-6.8,-1.07E-14,176349,109,703,138.31,78,156,4062.1,186471,396,1826.8,-6.1,10578
1226,9/4/2021,2626,3901,5.52,31978,43737,609,609,-2.7,-2.6,-8.44E-15,176502,119,330,170.34,76,232,4121.8,184694,350,1794.6,-11,9406
1228,9/6/2021,2688,3954,10.75,31938,45128,605,605,-3.7,-3.6,0,176680,123,1494,154.17,79,238,3934.7,188487,281,1848,-12.9,8393
1229,9/7/2021,2567,3886,9.75,33793,46403,611,611,-6,-6,-2.31E-14,174525,123,866,166.16,78,282,4310,184802,304,1804.9,-19.5,8966
1230,9/8/2021,2504,3915,5.23,33475,46057,639,639,-7,-7.1,-0.1,177188,121,454,180.55,80,324,4245.7,185909,201,1798.7,-11.2,9498
1231,9/9/2021,2603,3977,6.72,34285,46540,643,643,-8.5,-8.3,-0.2,175727,119,931,185.49,83,288,3976.4,186858,214,1824.6,-9.5,9668
1232,9/10/2021,2511,3867,8.92,34381,45516,631,631,-3.7,-3.6,-1.07E-14,167775,119,342,179.4,79,291,3828.3,182070,253,1799.2,-21.2,8594
1233,9/11/2021,2335,3688,9.32,34780,47070,652,652,-1.7,-1.7,-2.66E-15,166299,121,475,165.8,78,283,3371.1,176218,202,1729.4,-33.5,9758
1234,9/12/2021,2132,3566,4.13,36819,50403,670,670,-5.7,-5.6,0.1,160591,120,200,170.04,76,339,3570.1,169061,222,1609.2,-20.8,11599
1235,9/13/2021,2215,3712,5.08,38937,50323,720,720,-12.2,-12.2,5.77E-15,165829,119,205,165.63,79,359,3711.6,178692,200,1679.5,-13.5,11914
1236,9/14/2021,2230,3673,9.79,37959,49751,729,729,-4.2,-4,0.1,164876,120,344,171.4,80,303,3673.3,177544,200,1687,-12.4,8781
1237,9/15/2021,2366,3731,12.86,36125,48443,747,747,-6.1,-6.1,1.14E-14,168092,121,420,181.59,82,217,3732.1,179242,280,1721.1,-2,9467
1238,9/16/2021,2407,3744,5.54,35302,44717,695,695,-3.7,-3.5,-1.69E-14,166262,124,418,196.69,84,212,3744.4,178106,250,1710.3,-13.9,10037
1239,9/17/2021,2481,3757,4.89,35235,44029,662,662,-5.4,-5.5,-0.1,164916,123,381,193.43,88,178,3744.4,180496,200,1703.7,-9.1,9569
1240,9/18/2021,2631,3858,14.27,35585,41798,695,695,-4.9,-5,-1.07E-14,170809,114,3350,188.18,88,122,3858.3,186550,250,1755.5,6.8,11666
1241,9/19/2021,2692,3854,9.82,34127,39824,678,678,-3.9,-3.8,-1.78E-14,168321,114,666,179.72,80,91,3853.5,183612,330,1764.7,-3,9769
1242,9/20/2021,2738,3994,15.84,30597,39813,696,696,-4.9,-5,-5.33E-15,175099,114,2826,181.64,75,125,3995.5,192810,434,1832.6,2.9,11083
1244,9/22/2021,2531,3795,8.61,34841,39363,660,660,-3.5,-3.5,-0.1,169811,113,345,161.67,63,192,3795.3,180569,200,1719.8,-14.1,10623
1245,9/23/2021,2535,3729,9.15,34689,40263,648,649,-4.5,-4.4,-0.1,167501,115,492,159.07,63,159,3729,178615,320,1688.9,-19.1,10934
1246,9/24/2021,2570,3727,11.85,34209,43387,690,690,-5.3,-5.2,0.1,167594,113,2968,284.8,64,99,3729.2,179043,290,1724.6,-40.4,10729
1247,9/25/2021,2533,3792,11.01,33992,41723,665,665,-1,-1,8.88E-15,171548,117,1022,190.14,65,146,3792.2,181529,250,1701.4,3.9,9732
1248,9/26/2021,2462,3650,9.85,34163,41335,617,617,-1,-1,-0.1,161179,124,384,176.42,66,138,3648.9,172292,250,1652,-7.3,9177
1249,9/27/2021,2505,3719,7.04,35655,40064,586,586,-3.6,-3.6,2.66E-15,169114,124,358,150.32,69,223,3719,177413,180,1649.7,-8.3,8638
1250,9/28/2021,2444,3755,5.67,35295,44069,601,601,-3.6,-3.5,2.89E-15,170807,124,393,176.3,72,293,3754.7,179483,310,1607.6,-14.3,9383
1251,9/29/2021,2445,3793,6.27,36778,44719,636,636,0.7,0.7,-1.70E-14,170601,128,1075,183.01,73,270,3791.7,180955,420,1667.9,-11,9036
1252,9/30/2021,2531,3853,12.16,33585,44380,658,658,1,0.9,-5.66E-15,169760,129,1859,180.14,82,188,3852.7,183527,1230,1701.8,16.5,10243
1253,10/1/2021,2617,3820,21.66,32867,43947,649,649,-7.2,-7.1,-0.1,166502,129,4150,185.33,83,87,3356.1,181474,871,1736.2,13.9,11222
1254,10/2/2021,2505,3650,13.38,36993,45267,617,618,-0.8,-0.9,-0.1,161508,129,1492,192.33,83,38,3790.4,172570,281,1669.6,0.7,10460
1255,10/3/2021,2463,3637,5.75,36250,45384,622,622,-3.3,-3.3,-1.69E-14,158172,129,1886,208.54,78,75,4064.6,170923,680,1646.7,-5,9152
1256,10/4/2021,2592,3825,36.19,33322,45529,655,655,-2,-1.8,-5.33E-15,167544,129,4026,203.51,73,92,4085.8,182253,560,1731.4,11.1,11868
1257,10/5/2021,2648,3830,75.78,32497,45881,629,629,-1.7,-1.6,0.1,165493,129,9536,187.58,73,55,3681.4,181436,3857,1733.2,6.7,10646
1258,10/6/2021,2687,3844,80.32,31853,43356,595,595,-5.1,-5,-2.66E-15,167358,129,7823,180.81,77,57,3906.1,180646,1911,1706.1,14.3,11309
1259,10/7/2021,2702,3888,114.46,32143,41811,598,598,-2.2,-2.2,0,167905,132,11626,193.38,75,71,4278.6,184635,3696,1707,20.8,9517
1260,10/8/2021,2725,3900,113.74,33389,42881,579,579,-6.8,-6.7,5.77E-15,167882,120,8942,191.2,69,95,4325.9,183235,2946,1689.6,10.6,11022
1261,10/9/2021,2659,3828,86.7,32702,43913,576,576,-6.9,-6.9,1.69E-14,164897,125,8337,180.84,67,130,3866.2,181477,2602,1685.6,4.1,11399
1262,10/10/2021,2592,3772,35.13,32283,44263,551,551,-4.2,-4.2,-1.42E-14,163393,133,2714,203.22,67,145,3772.2,177395,870,1686.1,-7.6,8871
1263,10/11/2021,2700,3889,86.87,33259,43041,570,570,-3.5,-3.6,-5.77E-15,169166,132,6857,197.28,76,117,3402.2,185417,4010,1721,7,9480
1264,10/12/2021,2728,3918,82.03,32930,41640,577,577,-2.4,-2.3,0.1,168885,133,5591,204.75,76,110,3573.5,188021,1100,1711.6,8.1,9781
1265,10/13/2021,2752,3905,58.25,31392,39852,554,554,-5.3,-5.3,0,170170,132,6171,201.74,69,109,3904.2,188558,355,1701.8,-5.9,10095
1266,10/14/2021,2721,3839,29.97,30546,37970,518,518,-5.9,-6,8.44E-15,167172,132,3232,205.12,64,103,3838.7,182001,362,1690.8,-13.3,8769
1267,10/16/2021,2711,3712,51.17,30253,42973,507,507,-6.7,-6.7,1.42E-14,164070,121,3549,187.36,73,58,3712,176583,836,1642.1,-1.6,9540
1268,10/17/2021,2503,3561,20.36,32548,41838,509,508,-6.9,-7,1.15E-14,153899,123,1456,172.63,70,147,3561.7,169883,200,1588.5,-26.1,10039
1269,10/18/2021,2374,3536,13.82,33338,42828,529,529,-3.6,-3.5,-1.42E-14,163581,123,2060,193.67,63,229,3536.7,171129,250,1552.3,-32.2,9142
1270,10/19/2021,2496,3581,33.96,36874,43540,569,569,1.1,1.1,0.1,161457,124,4161,198.23,65,99,3581.1,172892,858,1619.8,-24.2,9504
1271,10/20/2021,2587,3641,45.25,33651,42316,572,572,-3.9,-3.8,1.78E-14,164104,123,4454,197.67,67,66,3640.4,175846,693,1635.3,5,9704
1272,10/21/2021,2553,3640,55.2,34556,43338,569,570,-3.9,-3.7,-2.31E-14,165799,124,4553,206.68,70,85,3640.2,176247,1574,1626.2,-6.1,8873
1273,10/22/2021,2562,3688,53.07,32571,45375,564,564,-4.7,-4.6,1.69E-14,167040,127,3308,208.79,73,113,3687.9,177972,736,1617.7,-2.7,9015
1274,10/23/2021,2520,3623,11.13,33950,43879,544,544,-5.5,-5.5,5.77E-15,166343,127,655,189.71,80,112,3622.4,176471,290,1649.3,-8.5,9123
1275,10/24/2021,2411,3426,7.99,33930,43637,518,518,-6.3,-6.3,-0.1,153932,134,505,180.78,82,73,3426.3,164698,200,1566.2,-16.3,8595
1276,10/25/2021,2519,3530,10.14,32685,42434,510,510,-3.8,-3.9,-1.15E-14,163624,134,1204,201.81,82,47,3528.6,173095,528,1604.8,-12,8766
1277,10/26/2021,2586,3606,7.21,32805,42884,516,516,-3.8,-4,2.26E-14,167549,133,375,205.27,80,60,3605.2,176720,342,1639.8,-7.3,8478
1278,10/27/2021,2565,3598,4.01,32505,43631,503,503,-4.5,-4.4,0.1,165498,133,609,206.2,76,100,3591.3,177603,200,1626.8,-17.8,8556
1279,10/28/2021,2535,3582,6.81,34135,46117,507,507,-3.3,-3.1,0.1,165347,134,329,206.51,78,94,3580.7,176839,228,1602.4,-3.6,9371
1280,10/29/2021,2568,3555,5.79,33370,46962,502,504,6,6.1,0.1,164179,134,437,171.44,74,83,3554.7,176928,200,1626,-7.7,10830
1281,10/30/2021,2513,3493,7.85,32460,46984,482,482,-4.4,-4.3,-0.1,162986,134,281,190.48,73,86,3492.9,173804,265,1613,-11.5,8453
1282,10/31/2021,2449,3381,5.52,31060,47294,460,460,-5.2,-5.1,1.15E-14,154296,134,294,186.87,77,55,3381.5,165591,200,1576.9,-16.9,8439
1283,11/1/2021,2520,3425,5.1,33715,46036,432,432,-6.1,-6.1,5.33E-15,158851,134,629,171.25,75,73,3515.1,171223,250,1567.8,-20.5,9271
1284,11/2/2021,2557,3458,5.98,33163,46149,419,419,-4.5,-4.4,0.1,159316,134,890,170.16,68,92,3773.7,171372,700,1598.4,-18.5,8773
1285,11/3/2021,2493,3392,4.05,33060,48281,416,416,-2.7,-2.7,0,152323,134,237,171.99,66,93,4051.8,168294,250,1546.9,-19.9,8532
1286,11/4/2021,2214,3071,3.6,36239,54881,386,386,-1.1,-1.1,8.88E-15,130802,133,200,175.22,71,74,3944.7,152876,250,1422.5,-36.6,8373
1287,11/5/2021,2072,2948,4.86,39559,55844,394,394,0.4,0.4,0.1,135900,133,0,177.84,65,83,3672.4,150369,0,1338.7,-21.1,9760
1288,11/6/2021,2174,3071,6.39,39954,56547,407,407,-8,-7.9,-0.1,142579,129,482,185.79,66,95,3814.7,155655,315,1383.9,-10.4,8787
1289,11/7/2021,2230,3091,6.87,42624,56402,406,406,-3,-3.1,0.1,142765,129,386,160.64,70,89,4035.3,155224,742,1396.3,-18.4,9104
1290,11/8/2021,2396,3261,13.87,42059,54207,410,410,-4,-3.9,3.38E-14,151962,129,1051,166.79,60,99,4377.4,165188,851,1470.4,-20,9007
1291,11/9/2021,2512,3371,9.81,38502,48270,388,388,-0.3,-0.3,1.15E-14,158001,129,419,174.66,56,88,3686.8,169839,659,1496.6,-10.5,8709
1292,11/10/2021,2576,3403,4.94,37518,48395,393,393,-3,-3.1,1.15E-14,158192,129,200,170.33,56,65,3890.6,160486,300,1492,-9.7,8897
1293,11/11/2021,2513,3360,5.37,39458,48525,378,379,-6.1,-6.1,-0.1,157867,124,321,147.1,59,129,3359.6,170712,200,1461.1,-13.3,8442
1294,11/12/2021,2530,3407,5.33,37655,49905,375,375,-3.8,-3.7,-1.71E-14,160055,124,265,141.83,68,164,3554.8,173205,23,1508.7,-15.4,8760
1295,11/13/2021,2569,3409,5.22,36508,49952,366,366,-7.4,-7.3,-1.15E-14,160925,128,260,156.3,70,122,3408.8,172985,265,1532,-19,8709
1296,11/14/2021,2523,3324,6.14,35723,50159,336,336,-3,-3,2.84E-14,152226,129,200,161.36,69,98,3324.7,165876,250,1506.8,-19.4,8550
1297,11/15/2021,2583,3432,11.43,35294,48629,352,352,-4.6,-4.6,1.15E-14,162161,129,640,165.91,66,118,3432.6,174823,117,1550.7,-15.5,8555
1298,11/16/2021,2578,3466,6.22,34307,47433,335,335,-6.1,-6.2,0,161784,129,304,164.39,66,165,3467.3,175028,200,1539.9,-15.9,8526
1299,11/17/2021,2617,3458,8.58,37787,50058,350,350,-4.5,-4.4,1.15E-14,160445,113,575,143.13,65,151,3457.8,173650,250,1535.1,-8.5,10386
1300,11/18/2021,2629,3411,7.86,38887,46559,361,361,-6.5,-6.5,-1.15E-14,158553,106,389,111.71,71,122,3410.4,172255,959,1533.5,-13.9,9032
1301,11/19/2021,2545,3327,7.27,36951,50409,315,315,-4.6,-4.5,0,156177,105,443,119.05,65,166,3328.3,166764,435,1484.1,-19.7,8831
1302,11/20/2021,2538,3341,6.78,37671,48977,317,317,-1.3,-1.4,-3.38E-14,156656,103,509,140.01,67,164,3340.7,166050,250,1487.3,-22.5,8564
1303,11/21/2021,2421,3208,5.45,37861,48330,308,308,-3.5,-3.5,1.15E-14,147468,104,260,158.12,71,133,3207.5,158837,200,1435.9,-22.8,7899
1304,11/22/2021,2583,3356,7.48,36376,47197,321,321,-5,-5,0.2,159677,104,842,184.19,66,83,3355.3,169903,380,1523.3,-7.9,9700
1305,11/23/2021,2695,3434,7.71,35651,45692,324,324,-4.3,-4.3,0,163438,103,896,188.4,71,34,3434.2,171927,719,1558.8,-3.1,8830
1306,11/24/2021,2720,3464,8.54,35676,45862,321,321,-5.3,-5.2,1.15E-14,161967,111,1228,181.12,75,46,3464.6,172474,100,1563.2,-9,9290
1307,11/25/2021,2707,3473,11.92,36541,49029,312,312,-4.4,-4.4,2.31E-14,160562,120,1768,183.44,72,65,3473.3,172707,100,1573.6,-16.3,8677
1308,11/26/2021,2722,3487,15.95,37261,45759,321,321,-2.5,-2.3,-1.15E-14,161581,125,2383,183.01,57,59,3486.5,175063,879,1559.5,-10.5,8380
1309,11/27/2021,2690,3459,12.36,37401,44109,315,315,-0.4,-0.3,1.69E-14,160182,126,1907,174.18,56,65,3458.4,173441,200,1540.9,-13.6,8761
1310,11/28/2021,2537,3311,8.28,38701,46265,294,294,1.4,1.4,0,149499,125,513,145.92,57,112,3310,165481,250,1440.4,-29.9,8413
1311,11/29/2021,2579,3391,7.39,40101,46092,311,310,-3,-2.9,0,159634,125,845,145.67,59,150,3390.8,173880,200,1480.8,-7,9791
1312,11/30/2021,2589,3418,7.81,40386,47419,313,313,-2.3,-2.3,0.1,159904,125,519,158.73,60,155,3418.7,174581,346,1494.2,-6.6,8585
1313,12/1/2021,2554,3353,15.56,39882,48586,306,306,-4.3,-4.3,-0.1,155245,125,1640,127.07,69,150,3573.7,172573,586,1486.9,-8.6,9449
1314,12/2/2021,2503,3280,13.76,40792,48304,309,309,-4.2,-4,-1.69E-14,155698,125,854,135.7,69,122,3785.7,167505,410,1445.5,-15.9,9043
1315,12/3/2021,2544,3339,19.98,37163,49795,321,321,-5.9,-5.9,2.31E-14,157055,83,1778,171.29,63,90,3917.4,171330,300,1489.6,-9.2,10329
1316,12/4/2021,2595,3357,24.26,35623,48520,317,317,-4,-3.9,0,157003,125,1109,171.81,62,70,4045.7,170593,321,1546,-9.9,10218
1317,12/5/2021,2547,3290,8.5,35983,47720,291,291,-1.7,-1.6,0,150394,125,161,164.84,70,74,3587.4,164761,0,1501.3,-11.8,8060
1318,12/6/2021,2633,3423,7.34,35323,44630,297,297,-3.3,-3.5,-1.69E-14,162356,125,269,175.64,74,95,3771,174382,0,1555.8,-10.7,8327
1319,12/7/2021,2690,3505,7.79,33039,44850,284,284,-5.3,-5.2,-0.1,163240,125,872,190.67,71,118,4037.8,177849,325,1578.8,-3.7,8716
1320,12/8/2021,2719,3547,13.98,33719,45940,296,296,-2.6,-2.6,1.71E-14,164676,124,1961,186.51,70,121,4427.6,179828,506,1588.2,-1.4,9451
1321,12/9/2021,2744,3570,11.72,34229,46032,303,303,-4.3,-4.2,0.1,164539,125,1379,163.46,72,134,3566,181527,300,1601.9,-3.2,9402
1322,12/10/2021,2691,3573,10.74,35332,47717,298,298,-2.6,-2.5,-0.1,164801,125,922,177.47,73,169,3918.3,181545,250,1583.5,-4.8,8644
1323,12/11/2021,2693,3554,10.82,34172,47987,296,296,-4.7,-4.6,-0.1,164590,129,684,189.17,75,131,3407.3,180426,250,1571.5,-4.6,9393
1324,12/12/2021,2693,3554,10.82,34172,47987,296,296,-4.7,-4.6,-0.1,164590,129,684,189.17,75,131,3415.1,180426,250,1571.5,-4.6,9393
1325,12/13/2021,2723,3532,10.93,33717,46277,289,289,-4.8,-4.9,-1.69E-14,164834,129,976,167.92,71,116,3532.4,183214,300,1576.2,1.7,8675
1326,12/14/2021,2773,3590,10.95,33462,47227,289,289,-2.9,-2.8,0.1,165830,129,1091,171.8,73,117,3591.4,184305,478,1586.1,1.8,9486
1327,12/15/2021,2776,3602,15.98,34342,46570,286,286,-2.5,-2.5,0.1,166870,130,863,171.13,70,141,3602.3,184565,438,1581,3.6,9883
1328,12/16/2021,2790,3630,11.87,33352,43449,272,272,-2.3,-2.3,-0.1,168270,130,677,195.63,73,138,3629.4,186326,677,1573,-2.4,9346
1329,12/17/2021,2774,3647,9.76,32392,43692,268,268,-4.9,-4.7,1.70E-14,170030,131,250,191.9,71,183,3648.1,189052,300,1578,-7.4,9168
1330,12/18/2021,2763,3629,8.41,30897,44112,241,241,-4.3,-4.3,-0.1,169950,131,556,212.83,69,181,3629.4,189307,300,1573.8,-8.7,8069
1331,12/19/2021,2637,3482,7.25,31272,43237,241,241,-6,-6,-0.1,158588,135,481,218.86,67,150,3481.2,180956,250,1507.6,-10.5,9636
1332,12/20/2021,2834,3635,25.76,30831,42877,262,263,-3.7,-3.7,-5.33E-15,170470,135,855,215.52,72,81,3634.7,190886,300,1592.4,8.2,9584
1333,12/21/2021,2944,3714,15.26,28587,42868,283,283,-2.5,-2.6,0.1,173326,135,1670,213.2,74,27,3714.1,193944,628,1663.6,3.1,9133
1334,12/22/2021,3003,3736,13.33,29177,40695,271,271,-2.1,-2.1,-5.77E-15,174575,136,1224,206.58,73,22,3735.7,193401,150,1683.9,-6.4,8647
1335,12/23/2021,3035,3762,14.27,26807,41340,277,277,-1.3,-1.2,-1.13E-14,175076,135,1596,184.38,73,32,3761.8,195160,633,1688.9,-1.2,9328
1336,12/24/2021,3053,3788,18.05,29145,38985,270,270,-3.6,-3.7,0,172079,136,1738,191.43,80,39,3788.3,195597,488,1704.7,-3.3,9639
1337,12/25/2021,2998,3721,11.4,28895,40910,266,266,-3.8,-3.8,0.1,169705,136,863,189.73,83,38,3721,191860,0,1667.1,-11.2,8977
1338,12/26/2021,2894,3579,10.11,28075,40104,250,250,-4.2,-4.2,0.1,161406,136,540,164.24,83,45,3578.9,186456,290,1603.2,-13.8,8859
1339,12/27/2021,2908,3665,9.43,27223,41474,261,261,-0.4,-0.4,0.1,173620,135,702,173.37,81,87,3665.3,191754,550,1647.3,-13.8,9495
1340,12/28/2021,2843,3593,9.55,30620,42046,253,253,-4.8,-4.8,2.31E-14,165242,131,407,150.37,81,137,3591.5,185909,380,1605.9,-30.3,9539
1341,12/29/2021,2761,3553,7.65,30210,43274,257,257,-0.3,-0.3,-0.1,168838,130,802,185.16,81,126,3553.3,187344,250,1547.8,-15.6,9538
1342,12/30/2021,2737,3623,7.86,29140,42992,246,246,-1.2,-1.3,0.1,169638,131,656,181.62,79,225,3623.4,189864,359,1560,-18.2,9552
1343,12/31/2021,2810,3656,7.95,29070,41764,259,259,-4.2,-4.2,-0.1,168530,131,698,144.42,77,229,3655.3,192106,438,1585.2,-15.6,9916
1344,1/1/2022,2803,3589,12.45,29170,41287,247,247,-0.5,-0.5,2.31E-14,162274,135,558,172.22,79,151,3588.3,188525,838,1588.8,-12.8,8898
1345,1/2/2022,2686,3482,8.65,30845,41624,230,230,-7.5,-7.5,-1.15E-14,160178,128,620,187.14,78,151,3876.7,182387,641,1523.1,-18.3,8274
1346,1/3/2022,2865,3666,22.63,32296,37966,267,267,-4.5,-4.6,0,171925,123,2139,199.06,78,112,4008.6,192512,406,1577.3,-0.7,10913
1347,1/4/2022,2989,3726,28.48,31950,37645,259,259,-4.6,-4.6,-1.15E-14,172674,124,2792,179.11,79,96,4439.1,194157,336,1609.6,-4.6,10592
1348,1/5/2022,2980,3656,9.91,31867,40459,265,265,-4.8,-4.8,-1.15E-14,166957,124,415,144.92,71,77,4377.3,189831,250,1593,-15.2,9379
1349,1/6/2022,2914,3580,16.09,32697,40694,267,267,-4.1,-4.1,-5.33E-15,167388,111,1409,154.54,67,72,3131,186687,1433,1555.8,-11.4,10079
1350,1/8/2022,2775,3454,8.16,29177,41677,255,255,-2.4,-2.4,3.38E-14,164001,103,389,168.93,67,79,2875.6,183023,300,1526.4,-27.6,10601
1351,1/9/2022,2661,3358,8.26,31630,41661,239,239,-6.4,-6.3,-0.1,153886,119,536,181.96,68,80,3164.5,174479,400,1493,-22.6,8079
