,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW)
1018,2/7/2021,2820,3620,14.67,31900,42587,240,240,-8.7,-8.7,-0.1,159097,80,1027,190.43,78,138,4287.8,185265,569,1556.5,-16.2,8976
1019,2/8/2021,2883,3739,14.02,31035,39747,279,280,-5.2,-5.1,-0.1,169095,83,864,199.77,74,128,3852.1,191979,578,1578.3,-3.1,9050
1020,2/9/2021,2985,3795,11.84,30160,42335,283,283,-0.7,-0.8,0.1,171269,81,723,194.98,75,82,3984.7,194493,730,1607.5,0.1,8919
1021,2/10/2021,3016,3791,13.08,27926,39282,277,277,-5.2,-5,0.1,170402,81,747,201.44,77,53,3650.1,193690,1058,1647,-1.2,8736
1022,2/11/2021,2995,3779,11.7,29055,39187,271,271,-9,-9.1,-1.42E-14,169349,81,609,191.61,76,66,3457.9,193689,570,1634.6,-0.4,9403
1023,2/12/2021,2997,3786,12.41,28851,39071,265,265,-11.8,-11.7,2.28E-14,168542,78,619,199.99,72,77,3280.6,193200,711,1638,-2.7,8710
1024,2/13/2021,2993,3759,12.99,26425,41574,268,268,-1.1,-1.1,-1.13E-14,168957,77,792,201.56,73,64,3758.3,191258,801,1650.5,-3.7,9324
1025,2/14/2021,2877,3649,14.29,24636,41624,256,256,-5.7,-5.7,1.14E-14,157654,83,607,192.73,71,50,3648.2,183751,597,1654.5,-7.7,7715
1026,2/15/2021,2978,3757,13.44,24896,40907,273,273,-7.9,-8,-2.84E-14,168568,79,640,189.05,75,62,3756.2,191535,576,1682.5,-0.1,8894
1027,2/16/2021,2979,3750,13.88,27100,39178,267,267,-8.8,-8.9,5.77E-15,163289,81,638,180.95,77,65,3749.1,190900,626,1669.6,-16.2,8091
1028,2/17/2021,2938,3718,12,27540,40175,266,266,-7.5,-7.6,5.77E-15,166060,82,723,188.63,82,68,3717.1,188441,757,1657.5,-17.7,8544
1029,2/18/2021,2938,3718,12,27540,40175,266,266,-7.5,-7.6,5.77E-15,166060,82,723,188.63,82,68,3698.7,188441,757,1657.5,-17.7,8544
1030,2/19/2021,2832,3646,12.17,28157,41530,259,258,-6.5,-6.5,0.1,163161,89,713,148.37,76,148,3646,185309,846,1647.3,-17.6,8810
1031,2/20/2021,2807,3617,12.19,32028,42563,249,249,-6.1,-6.3,0.1,162767,91,851,174.86,73,131,3617,182583,567,1595.2,-9.7,10195
1032,2/21/2021,2714,3484,12.24,33505,43037,244,244,-7,-7.1,0.2,151688,91,978,156.92,66,123,3484.5,175193,716,1511.2,-14.4,7687
1033,2/22/2021,2863,3630,12.31,32498,42509,266,266,-1.7,-1.7,-0.1,165112,91,1021,184.56,66,73,3630.2,185061,584,1560.6,1.7,9355
1034,2/23/2021,2931,3722,12.51,34604,42107,287,287,-0.1,-0.1,0,166115,91,1257,196.57,69,77,3722.3,187417,584,1596.8,-12.6,8890
1035,2/24/2021,2984,3790,18.06,37405,42026,290,290,-9.1,-9.2,-5.77E-15,167333,91,2594,201.27,70,81,3790.8,190362,830,1618.7,-4.9,8628
1036,2/25/2021,3006,3839,12.25,38255,40948,312,312,-5.6,-5.6,1.69E-14,168115,91,2258,203.26,74,64,3839.8,191211,724,1608.1,0.1,9979
1037,2/26/2021,3019,3890,16.14,35650,40079,304,304,-10.7,-10.8,5.77E-15,168968,91,1280,199.25,73,109,3890.5,193292,1190,1608.3,-1.7,9374
1038,2/27/2021,3019,3890,16.14,35650,40079,304,304,-10.7,-10.8,5.77E-15,168968,91,1280,199.25,73,109,3876.7,193292,1190,1608.3,-1.7,9374
1039,2/28/2021,2987,3773,11.51,32141,38668,270,270,-5.9,-5.8,5.77E-15,160329,91,1039,206.26,77,68,3773.1,185189,515,1611.6,1.1,8806
1040,3/1/2021,3047,3899,11.02,32471,35752,299,299,-4.5,-4.5,5.66E-15,170412,90,691,203.02,78,80,3380.4,194521,519,1654.1,-0.9,10563
1041,3/2/2021,3105,3949,11.95,30217,37310,302,302,-5.5,-5.5,0,173109,91,618,204.81,72,86,3808.8,194459,592,1702.2,-2.4,9351
1042,3/3/2021,3135,3947,11.71,29557,37559,279,279,-7.8,-7.9,5.77E-15,171962,91,533,207.33,69,88,3941.7,195548,538,1712.4,-1.7,8274
1043,3/4/2021,3118,3960,12.74,29857,35532,276,276,-5.8,-5.6,-0.1,173839,91,710,206.38,71,106,4087.5,196466,573,1706.1,-3.4,8534
1044,3/5/2021,3172,4008,14.71,31607,36347,291,291,-2.9,-3,1.15E-14,172813,91,1227,213.35,77,71,3746.8,198265,674,1690.3,-1.9,10170
1045,3/6/2021,3140,3997,15.42,34737,37235,315,315,-4.7,-4.6,0.1,173798,77,882,208.87,79,91,3629.2,196724,682,1663.2,2.2,9630
1046,3/7/2021,3024,3850,12.81,32982,40150,259,259,-4.5,-4.5,0.1,163854,68,709,198.32,75,154,4220.5,188681,588,1616.9,-9.4,8108
1047,3/8/2021,3135,3976,15.01,31437,37970,297,297,-4.6,-4.6,-3.38E-14,175136,72,1667,197.05,74,127,3958.9,196611,714,1664.2,-4.9,8874
1048,3/9/2021,3229,4063,15.94,30360,40090,306,306,-7.4,-7.2,0.1,175981,86,1260,207.21,74,97,3948.1,198757,723,1736,4.6,10446
1049,3/10/2021,3260,4065,16.95,30190,40000,296,296,-7,-7.1,-5.66E-15,173753,81,1935,202.12,80,79,3636,201242,764,1766.8,4.6,11533
1050,3/11/2021,3233,4051,14.99,28947,37366,286,286,-6.9,-6.8,2.28E-14,172239,84,863,201.31,80,93,3392.9,198797,702,1767.7,3.7,10400
1051,3/12/2021,3101,3918,10.84,29282,37678,265,265,-8.5,-8.6,4.55E-14,168056,85,548,188.26,79,107,3338.4,191727,540,1722.8,-13.4,8790
1052,3/13/2021,3020,3827,13.23,29687,38057,272,272,-4.3,-4.3,-1.69E-14,169408,94,989,198.72,77,91,3826.4,188672,644,1687.8,-18.2,9527
1053,3/14/2021,3009,3812,12.78,30897,38671,263,264,-4.6,-4.6,2.26E-14,161365,95,1072,199.83,77,101,3812.3,185684,694,1681.8,-10.4,9151
1054,3/15/2021,3141,3979,13.25,30857,38198,290,290,-8.4,-8.3,-0.1,173030,89,1467,200.1,76,95,3978.9,195841,606,1736.5,3.6,9651
1055,3/16/2021,3187,4058,13.29,31440,35835,325,325,-8.1,-8.1,2.84E-14,176020,87,1287,195.59,74,86,4059.2,198670,523,1720.7,8.5,11127
1056,3/17/2021,3224,4099,19.2,30240,37740,327,327,-6.6,-6.6,0.1,176634,88,1408,187.34,72,86,4099.7,198967,955,1731.1,15.5,10749
1057,3/18/2021,3268,4090,23,30101,36348,303,303,-3.3,-3.4,0,175056,85,1767,178.08,71,91,4090.1,198412,1684,1767.4,11.1,9469
1058,3/19/2021,3257,4044,11.23,27692,38259,293,293,-10.1,-10.1,0.1,173138,84,1481,177.99,73,79,4045.1,197217,445,1751.6,1.8,10091
1059,3/20/2021,3225,4033,13.14,27421,40111,276,276,-5.5,-5.5,3.42E-14,173312,84,1296,192.09,71,88,4033.1,197479,533,1789.9,3.3,9127
1060,3/21/2021,3148,3905,11.48,25741,38930,233,233,-3.5,-3.6,-5.33E-15,164214,79,861,186.8,71,108,3905.6,189098,594,1762.7,-7.3,9498
1061,3/22/2021,3184,3962,9.86,27661,40796,284,284,-2.6,-2.5,-0.1,170974,84,532,175.21,65,98,3961.9,194549,510,1781.6,-10.1,9661
1062,3/23/2021,3105,3925,8.59,28591,42216,288,288,-6.6,-6.6,0,169456,86,421,199.61,61,95,3925.4,189473,414,1786.5,5.5,11817
1063,3/24/2021,3175,4000,14.81,28686,38266,281,281,-3.4,-3.5,-2.40E-14,173794,89,1450,199.12,62,102,4000,192959,756,1773.7,12.4,10338
1064,3/25/2021,3223,4059,10.43,29164,38763,293,293,-4.7,-4.8,-3.38E-14,174258,95,493,188.17,67,97,4059.7,195505,469,1781.5,16.6,10971
1065,3/27/2021,3225,4069,9.28,28804,38132,292,292,-7.1,-7.1,0.1,171619,95,1309,194.14,68,90,4069.1,195330,611,1775.9,6.8,9296
1066,3/28/2021,3129,3932,8.44,27904,40364,253,253,-9.3,-9.4,-2.49E-14,160900,93,431,193.33,70,128,3931.1,187723,464,1747.8,1.5,9708
1067,3/29/2021,2861,3683,9.56,27464,40532,243,243,-6.2,-6.1,-0.1,150004,110,674,195.27,75,146,3683.2,176490,663,1653.5,-26,10649
1068,3/30/2021,2956,3832,16.49,26194,38417,262,262,-6.9,-7,0.1,166967,93,1217,192.09,74,183,3832.6,190111,695,1690.2,2.8,9888
1069,3/31/2021,3087,3998,12.14,25574,36228,268,268,-9.5,-9.6,0.1,170253,93,1260,210.44,78,197,3997.5,195082,563,1742.4,-19.7,10087
1070,4/1/2021,3091,3998,10.43,28154,35886,300,300,-5.7,-5.7,-0.1,176133,89,482,220.63,76,150,3445,195201,425,1734,-22.5,9145
1071,4/2/2021,3140,4050,9.33,29849,37533,306,306,-5.9,-5.6,-0.3,177435,90,467,214.35,73,147,3740.3,195642,452,1713.3,-1,9601
1072,4/3/2021,3156,4087,8.36,30429,37743,292,292,-4.8,-4.7,-5.77E-15,178432,90,845,212.57,72,157,3960.6,197277,409,1706.7,-7.3,8920
1073,4/4/2021,3103,3953,9.09,29839,38781,265,266,-6.2,-6.2,-2.84E-14,166522,94,998,204.74,72,132,3953.9,190410,718,1689.4,-11.6,8882
1074,4/5/2021,3197,4071,13.71,30549,38928,294,294,-10.9,-10.8,-1.69E-14,178296,100,1367,195.36,70,141,3780.5,198378,584,1732.3,-7.9,10139
1075,4/6/2021,3182,4064,10.22,30697,38739,302,302,-4.7,-4.6,-0.1,175973,101,393,185.18,70,144,3677.2,196560,279,1726.4,0.1,10699
1076,4/7/2021,3226,4119,11.35,31029,34227,325,325,-3.9,-3.9,1.15E-14,181200,103,428,199.28,72,101,4192.3,200112,379,1743.1,6.7,10570
1077,4/8/2021,3277,4161,8.88,30472,32207,311,311,-4.7,-4.8,-1.95E-14,176459,98,539,191.24,74,98,4039.7,199786,431,1740.3,7,10683
1078,4/9/2021,3255,4122,9.99,29075,30485,289,289,-7.7,-7.7,-2.84E-14,177094,109,502,200.46,73,97,3900.6,197686,491,1750.9,-3.4,8415
1079,4/10/2021,3234,4086,7.21,28295,31291,273,274,-4.3,-4.2,-8.88E-15,175963,109,536,202.52,76,106,3824.3,196170,516,1750.9,-7.1,9399
1080,4/11/2021,3150,3944,8.12,26925,33132,253,253,-4.7,-4.6,-0.1,166365,98,537,199.82,69,103,3070.8,188657,515,1712.1,-18,9695
1081,4/12/2021,3240,4045,8.44,26340,32583,275,275,-7.1,-7.1,0.1,173856,97,405,194.78,69,90,3356.7,195836,408,1759.2,-4.3,8285
1082,4/13/2021,3293,4047,10.77,26190,33830,251,251,-10.5,-10.3,-0.1,173489,97,399,185.92,68,81,4047,194889,432,1796.4,0.5,9488
1083,4/14/2021,3165,3958,9.14,26855,35007,247,247,-4.6,-4.7,-2.49E-14,169005,107,359,176.94,67,136,3958.3,192569,393,1725.6,-10.8,9369
1084,4/15/2021,3151,3920,9.51,29345,34950,249,249,-0.7,-0.6,-0.1,172797,106,445,202.04,69,104,3920.6,187996,456,1719.1,-5.9,10691
1085,4/16/2021,3162,3942,6.76,29459,36125,253,253,-11.5,-11.4,-0.1,165623,106,399,197.79,68,118,3942.7,187305,495,1714.4,-14.4,9285
1086,4/17/2021,3076,3880,6.78,27515,33785,276,276,-4.9,-4.9,-2.84E-14,170007,96,522,202.43,70,99,3880.2,187634,552,1665.1,-18.6,8450
1087,4/18/2021,3048,3836,7.34,28306,35126,261,261,-5.4,-5.4,-0.1,164389,107,357,202.42,72,94,3835,182313,355,1663.6,-9.3,8762
1088,4/19/2021,3104,3990,11.99,27996,37241,294,294,-3.5,-3.4,0,174285,90,529,200.93,74,159,3990,193585,598,1718,6.1,10095
1089,4/20/2021,3154,3993,7.91,25606,37200,277,277,-12,-12.2,0.1,168565,85,358,176.3,72,169,3992,191039,362,1755.6,-19.7,9010
1090,4/21/2021,3091,3909,6.59,27166,36492,294,294,-7.4,-7.4,2.31E-14,167108,84,358,194.23,71,112,3910.3,187611,368,1711.2,-10.3,9221
1092,4/23/2021,2944,3809,7.37,27941,38030,309,309,-10.6,-10.6,4.97E-14,164818,91,20,178.52,71,178,3809.9,183855,4,1663.3,-22.1,9060
1093,4/24/2021,2987,3838,7.91,29300,38050,319,319,-5.9,-6,2.84E-14,165909,100,555,199.95,80,100,3838.7,184358,354,1676.2,-3.6,9070
1094,4/25/2021,2906,3750,7.69,29167,39912,303,303,-7.5,-7.5,0.1,160008,117,426,205.99,76,88,3749.7,179157,357,1637.9,-4.8,8985
1095,4/26/2021,3073,3918,8.73,27548,38776,299,299,-5.1,-5.2,0,168344,120,428,205.57,77,81,3918.3,188703,435,1728.6,1.6,10163
1096,4/27/2021,3102,3970,7.91,28568,38234,305,305,-4.4,-4.3,0,170349,122,407,201.88,78,91,3970.2,190978,461,1768.5,-0.2,9521
1097,4/28/2021,3116,4014,8.93,29118,37509,318,318,-4.2,-4.1,-0.1,172675,113,450,195.74,74,109,4013.4,192433,394,1754.2,0.4,9648
1098,4/29/2021,3117,4021,7.73,29758,36924,334,334,-6.2,-6.2,-2.31E-14,164640,109,405,184.78,73,119,4021.1,191966,745,1744.9,-0.1,10873
1099,4/30/2021,3088,3957,7.53,28207,35519,324,324,-5.1,-5.1,0,168802,108,420,192.44,82,97,3956.8,189187,397,1742.4,-8.5,9024
1100,5/1/2021,2952,3778,6.52,28658,38403,309,309,-5.7,-5.9,-0.1,156162,112,217,177.94,80,104,3436.7,178840,212,1693.8,-18.3,10084
1101,5/2/2021,2874,3686,6.44,29491,39761,300,300,-2.9,-2.9,-3.55E-15,151660,113,143,177.02,75,88,3757,174772,5,1641.6,-19.8,9645
1102,5/3/2021,2885,3746,6.44,30317,37766,322,322,-4.6,-4.7,-1.69E-14,161743,113,354,192.82,79,113,4008.7,182010,354,1660.5,-15,9569
1103,5/4/2021,2900,3768,7.03,28612,37081,347,347,-3.6,-3.7,-0.1,159774,117,354,186.14,78,110,4070.3,181845,354,1658.3,-25.5,9607
1104,5/5/2021,2851,3788,6.87,29637,38381,380,380,-5.4,-5.6,-2.84E-14,159432,118,147,198.52,77,118,3788.4,181631,6,1681.3,-11.1,8347
1105,5/6/2021,2803,3765,7.05,32367,39018,415,416,-2.4,-2.5,-0.1,153713,118,357,184.92,76,120,3594.6,180906,505,1661.7,-24.5,8821
1106,5/7/2021,2781,3707,6.89,33327,39518,391,392,-8.3,-8.3,0.1,158833,118,7,190.77,79,89,4337,178132,4,1643.5,-11.9,9398
1107,5/8/2021,2863,3774,4.09,32957,39504,389,389,-5.8,-5.8,-0.1,161926,116,207,199.53,83,76,4156.1,180137,518,1654.7,-3.6,8636
1108,5/9/2021,2738,3634,3.49,31237,39266,370,370,-2.3,-2.4,-1.13E-14,148376,109,435,190.09,80,101,3795.3,173928,664,1618,-20.8,8323
1109,5/10/2021,2774,3681,3.49,31127,40356,360,360,-5.4,-5.4,-5.66E-15,157495,110,205,189.47,80,124,3830.2,178706,321,1642.9,-16.8,9093
1110,5/11/2021,2702,3675,3.48,33102,40309,362,362,-8.2,-8.2,0.1,154107,111,201,188.75,76,185,2946.9,176854,344,1619.4,-22.9,9267
1111,5/12/2021,2560,3586,3.47,33816,42221,395,395,-8.5,-8.5,1.99E-14,149754,104,201,190.61,75,217,3289.7,172842,203,1565.2,-37.5,9319
1112,5/13/2021,2415,3506,3.49,33506,43039,431,431,1.6,1.6,0,152931,103,201,183.34,72,244,3505.9,169290,254,1532.3,-18.7,9359
1113,5/14/2021,2592,3571,3.67,32856,44536,416,416,-7.6,-7.5,-2.83E-15,149690,104,352,201.42,71,158,3570.6,170750,218,1602.6,-29.7,9086
1114,5/15/2021,2606,3564,3.56,32780,48066,381,381,-5.2,-5.3,-2.26E-14,154016,115,205,174.44,75,168,3565.1,169496,259,1611.8,-15.6,9420
1115,5/16/2021,2365,3420,4.05,34840,49434,350,350,-2.5,-2.3,1.15E-14,144806,123,206,164.72,70,293,3420.2,164144,253,1505.5,-21.2,9681
1116,5/17/2021,2331,3455,3.78,35170,51273,371,371,11.3,11.4,0.1,148102,123,207,178.08,71,329,3455.3,165430,255,1498.6,-7.1,9934
1117,5/18/2021,2253,3301,3.49,36501,52926,374,374,-7.5,-7.4,-1.69E-14,141418,125,203,159.59,65,274,3300.7,159400,254,1458.4,-10.9,9833
1118,5/19/2021,2155,3150,3.48,36866,53098,394,394,-6.5,-6.7,-1.15E-14,136545,125,200,174.2,65,200,3150.6,156025,253,1401.1,-26.6,9747
1119,5/20/2021,2130,3185,3.49,37447,52186,429,429,-3.6,-3.7,-1.69E-14,143061,126,201,180.69,67,211,3185.4,154882,252,1426.7,-25.3,9612
1120,5/21/2021,2167,3280,3.84,37254,52153,451,451,-1.6,-1.7,-2.66E-15,145393,128,205,184.66,70,254,3280.1,160092,268,1466.7,-27.8,10497
1121,5/22/2021,2290,3366,3.86,36959,52733,450,450,-8.8,-8.8,-1.95E-14,149969,130,474,170.76,77,218,3365.5,161861,204,1535.2,-8.5,10440
1122,5/23/2021,2311,3378,6.24,37059,52385,425,425,-6.5,-6.4,-1.78E-15,148014,130,204,203.45,77,220,3379,160784,264,1518.7,-5.4,9136
1123,5/24/2021,2399,3501,6.78,39649,51965,440,440,-9.3,-9.3,0.1,153191,130,344,187.72,84,242,3500.8,168741,255,1543.9,1.8,10083
1124,5/25/2021,2362,3500,4.1,40899,52430,410,410,-9.2,-9.2,0.1,151147,122,521,193.35,83,315,3501.1,169532,405,1521,-5.7,9510
1125,5/26/2021,2273,3475,3.61,41229,55159,391,391,-3,-2.9,5.33E-15,149839,106,993,185.94,85,417,3474.4,167505,254,1510.2,-14.7,9551
1126,5/27/2021,2250,3506,3.94,40279,56139,448,448,-4.9,-4.9,0.1,147677,106,204,187.88,84,416,3505.8,169356,442,1556.5,-27.7,10108
1127,5/28/2021,2329,3633,3.49,41029,55457,529,529,-4.2,-4.2,-0.1,154905,111,484,198.61,86,353,3632.4,174772,104,1603.5,3.2,10915
1128,5/29/2021,2454,3729,6.86,39984,55312,545,545,-0.8,-0.8,-3.38E-14,154507,115,329,200.8,88,295,3729.5,179881,253,1691.8,5.5,11942
1129,5/30/2021,2354,3610,3.95,36834,51894,515,515,-4.4,-4.4,3.38E-14,151134,121,550,198.35,80,305,3610.1,173799,253,1674.2,-17.7,10648
1132,6/2/2021,2484,3629,4.93,37794,52554,497,497,-2.7,-2.8,-0.1,155935,122,482,197.23,82,194,3744.8,177350,265,1706.1,8.4,11273
1133,6/3/2021,2592,3629,7.95,35904,50350,486,486,-2.8,-2.9,-0.1,158315,120,254,172.62,86,135,3996.8,173251,1426,1743.4,9.9,10503
1134,6/4/2021,2662,3676,7.1,33590,48230,479,479,-4.1,-4.1,-0.1,151290,121,373,175.1,84,105,4064.3,173339,254,1758.5,8.6,12359
1135,6/5/2021,2587,3595,4.04,32844,46822,467,467,-5.5,-5.5,-0.1,152927,125,202,176.32,76,115,3765.4,170680,254,1742.4,-6.4,10106
1136,6/6/2021,2495,3515,3.7,34544,47872,467,467,-0.1,-0.1,0.1,149179,126,203,186.85,77,117,3783.2,166818,253,1681,-7.3,10007
1137,6/7/2021,2558,3783,4.11,35034,46054,521,521,-5,-4.9,-3.55E-14,161919,125,203,205.33,83,238,4470.4,179896,253,1748.7,0.8,9495
1138,6/8/2021,2576,3903,3.98,35038,46832,534,535,-3.7,-3.8,3.91E-14,165483,124,473,204.52,81,332,4213.4,184229,261,1762.1,-3.9,8805
1139,6/9/2021,2514,3936,4.35,34993,47437,562,563,-3.7,-3.7,1.95E-14,168215,124,555,178.61,85,416,3954.6,187364,253,1763.1,-1.3,10663
1140,6/10/2021,2461,3907,3.59,35213,47269,556,556,-2.3,-2.3,0.1,163301,128,748,182.94,81,443,3844.9,186666,257,1760,-18.7,10564
1141,6/11/2021,2318,3814,4.25,36063,48844,574,575,-5.1,-5.1,0,166807,129,286,182.37,74,465,3070.6,184399,211,1680.7,-16.3,9966
1142,6/12/2021,2284,3771,4.64,35838,51639,592,592,-3.9,-3.9,0.1,159897,129,210,177.2,77,444,3423.1,181513,429,1675.8,-10,9534
1143,6/13/2021,2133,3587,3.67,36644,52404,606,606,-3.5,-3.5,-5.66E-15,152903,128,202,167.19,73,425,3587.4,170922,254,1612,-20.8,9990
1144,6/14/2021,2324,3789,3.81,35754,51272,635,635,-5,-5,0,163432,128,203,159.43,86,408,3788.5,182170,253,1708.8,-5.8,10060
1145,6/15/2021,2304,3798,3.83,36474,51769,616,616,-1.8,-1.7,0.1,157208,128,204,170.76,84,442,3799.6,179906,254,1714.5,-7.9,9670
1146,6/16/2021,2345,3772,4.35,35914,47959,631,631,-8.1,-8.1,5.66E-15,163996,122,378,175.36,88,369,3772.5,180276,259,1710.2,0.5,10124
1147,6/17/2021,2390,3776,3.49,35594,49517,626,626,-5.2,-5.2,1.69E-14,162324,122,273,151.46,89,349,3776.4,178220,257,1699.9,-9.5,9064
1148,6/18/2021,2420,3766,3.54,37915,52962,611,611,-4.5,-4.6,2.84E-14,160542,120,202,159.32,88,319,3766.6,177933,104,1705.9,-1.2,10097
1149,6/19/2021,2357,3682,3.58,39365,53927,589,589,-4.1,-4.2,3.42E-14,158253,111,203,165.31,78,339,3682.9,172961,258,1655.8,3.6,9963
1150,6/20/2021,2185,3586,3.81,38825,52992,580,580,-2,-2,-5.66E-15,154947,107,201,194.9,73,386,3585.1,169250,253,1568.4,-6.5,9668
1151,6/21/2021,2455,3868,10.27,38721,51017,646,646,-4.8,-4.8,5.68E-14,167983,120,1041,197.19,83,309,3866.7,185019,1031,1706.1,10.5,11830
1152,6/22/2021,2673,4047,7.74,38025,45324,669,669,-5.9,-5.8,-0.1,172091,98,633,185.43,83,284,4047.9,190251,1396,1791.6,9.7,10927
1153,6/23/2021,2760,4116,5.35,35136,42332,647,647,-7.8,-7.7,-0.1,173934,99,305,176.39,81,268,4116.7,194537,255,1814.5,5.7,10715
1154,6/24/2021,2680,4046,5.58,36521,38912,614,614,-6.2,-6.2,5.69E-15,169024,104,205,173.81,76,364,4046.5,192346,431,1755.9,-20,9926
1155,6/25/2021,2661,4077,4.36,34968,39725,612,612,-5.8,-5.9,-1.42E-14,171464,107,211,186.32,78,394,4076.7,192293,109,1732.9,-7.6,9319
1156,6/26/2021,2648,4050,3.49,34378,40197,619,620,-5.5,-5.6,2.58E-14,172661,106,202,169.4,79,381,4049,192931,254,1726.3,-3.9,9572
1157,6/27/2021,2685,3927,4.57,33693,40280,618,618,-3.7,-3.7,-1.99E-14,166430,107,380,142.27,87,232,3925.8,185003,441,1743.9,4.4,9725
1158,6/28/2021,2921,4134,4.6,33591,38511,641,641,-3.5,-3.5,-0.1,178661,105,922,177.68,88,163,4134.3,195504,283,1848.8,24.8,12036
1159,6/29/2021,3040,4303,20.18,33900,36993,658,658,-1.6,-1.5,-0.1,182871,105,1251,206.56,92,153,4301.6,203826,1848,1911.1,24,12044
1160,6/30/2021,2960,4384,30.42,32591,35109,660,660,-6.6,-6.5,0.1,185306,106,2999,205.74,91,302,4384.6,204986,1653,1902.7,5.2,11656
1161,7/1/2021,2859,4321,12.04,32661,36124,668,668,-6,-6.1,-1.69E-14,178649,108,730,167.76,92,366,3453.5,204105,230,1908.8,-12.4,10694
1162,7/2/2021,2725,4287,3.58,29973,36772,668,668,-5.1,-5.2,-0.1,175246,109,684,167.26,83,408,3619.8,201089,554,1857.3,-11.1,9558
1163,7/3/2021,2796,4220,5.1,31181,34697,668,668,-5.8,-5.7,-2.31E-14,177163,109,206,188.85,82,310,3849.7,201166,695,1867.1,-15.3,11084
1164,7/4/2021,2874,4191,7.28,29096,37127,658,658,-3.8,-3.7,-0.1,171594,106,642,185.79,82,221,4119.4,196735,874,1887.2,0.4,9803
1165,7/5/2021,3059,4337,14.84,28256,35407,693,693,-4.3,-4.2,-5.33E-15,182915,104,1219,182.53,80,163,3707.4,204056,1407,1967.4,4.2,11270
1166,7/6/2021,3175,4469,24.53,28366,34208,692,692,-9.4,-9.5,-5.77E-15,186451,104,1745,195.08,78,141,3783.2,207641,523,2041.1,1.9,10091
1167,7/7/2021,3129,4508,17.13,27578,34107,680,680,-6.2,-6.1,0,183637,107,1712,193.11,83,213,4508.3,210194,4,2037.6,-1.8,11104
1168,7/8/2021,3051,4360,19.31,25126,33363,648,648,-5.9,-5.9,5.33E-15,183014,107,1758,167.99,77,273,4239.3,205461,447,2009.2,-25.8,10218
1169,7/9/2021,3017,4309,14.41,25618,35166,653,653,-7.4,-7.6,-0.1,183852,109,1199,162.51,71,244,3885.9,204049,275,1985.9,-10.9,9158
1171,7/11/2021,2836,4036,8.81,29814,37239,612,612,-9.6,-9.5,5.11E-14,167549,110,206,122.07,77,254,3091.2,191201,799,1872.9,-24.3,8705
1172,7/12/2021,2786,4039,3.55,31509,36135,615,615,-9.3,-9.3,2.66E-15,175025,102,205,144.97,78,275,3505.4,192667,253,1852.7,-10.1,8820
1173,7/13/2021,2757,4035,3.65,30939,37995,613,613,-6.4,-6.3,1.15E-14,175059,99,205,148.5,81,293,4034.5,191422,254,1822.4,-6.3,9797
1174,7/14/2021,2702,3977,4,32145,38478,645,645,-3.2,-3.2,-4.00E-14,174141,99,381,151.46,79,246,3976.4,187819,253,1812.7,-7.1,10887
1175,7/15/2021,2763,4024,4.11,31434,40811,667,667,-3,-3.1,2.31E-14,179731,100,381,159.69,77,213,4024.5,190188,290,1838.8,-6.1,9072
1176,7/16/2021,2925,4197,14.36,30124,39507,695,695,-6.8,-6.7,1.15E-14,181824,103,702,173.1,79,183,4198.2,196339,447,1945,-3,9648
1177,7/17/2021,2958,4237,21.05,29812,37329,680,680,-5.6,-5.5,2.31E-14,182729,104,1127,170.91,79,192,4237.7,197562,729,1943.6,-1.8,10614
1178,7/18/2021,2585,3933,16.5,29964,39625,647,647,-8.7,-8.7,5.77E-15,166005,104,202,132.66,70,338,3932.7,186769,276,1781.3,-25.1,9706
1179,7/19/2021,2370,3851,3.49,32924,44698,630,630,-3.2,-3.2,-2.58E-14,168220,104,720,165.61,63,456,3851.2,184437,250,1691.8,-31.6,9347
1180,7/20/2021,2292,3783,4.68,35039,48842,627,627,-4,-4.1,-7.11E-15,162201,105,200,143.36,68,500,3782.2,180968,276,1676,-26.9,8783
1181,7/21/2021,2268,3742,3.68,35341,49134,635,635,-7.2,-7.2,2.84E-14,168705,106,563,118.05,66,509,3741.8,179944,252,1660.1,-22.3,8783
1182,7/22/2021,2331,3806,3.59,37521,48340,664,664,-2.9,-3,-2.84E-14,171369,105,204,119.23,71,458,3804.9,180086,102,1665,-6.3,9382
1183,7/23/2021,2467,3887,3.85,35781,48108,678,678,-8.5,-8.4,1.42E-14,171804,105,720,142.65,79,369,3887.8,185224,252,1739,-13.2,10585
1184,7/24/2021,2448,3898,3.73,35088,47830,690,690,-1.6,-1.6,3.73E-14,174733,105,200,169.35,82,387,3896.8,185564,100,1758.4,-24.3,9569
1185,7/25/2021,2397,3870,5.18,34708,49345,667,667,-6.4,-6.3,-0.1,166624,105,620,161.44,75,426,3869.8,182345,250,1736.6,-16.9,9472
